,index,text,text_rating,rating
0,0,"- Только маленькие люди воруют. Большие, называют это заимствованием…

Легкое, непритязательное кино о троице предприимчивых мошенников, зарабатывающих при помощи ума и нехитрых махинаций. Эта классическая голливудская комедия, смотрится буквально на одном дыхании, мгновенно поднимая настроение. Её герои так и сыплют остротами, а их поистине крылатые выражения, можно смело разобрать на цитаты. Именно на таком легком жанре, в свое время и специализировался легендарный Кэри Грант. Достаточно посмотреть как он заразительно смеется. Тем не менее, кино оказалось с морализаторским финалом и каждый в итоге получил по заслугам. Ведь всё что захочет, человек не может иметь.

- Мы поднимемся так высоко, что люди сломают шеи глядя на нас!

Интересно, что поначалу, фильм показался мне похожим на наш «Трест, который лопнул». Но эти жулики, всё же оказались совсем другого калибра. Начав с торговли мылом, далее замахнулись на финансовую аферу в масштабах целой страны. Отличает эту картину и то, что она частично основана на реальных событиях, ведь финансист Джеймс Фиск оказался реально существующим персонажем.

- Вы можете лгать проворнее, чем лошадь бежать рысью…

Настоящим украшением картины стала красавица блондинка Фрэнсис Фармер. Жаль только, судьба этой прекрасной актрисы сложилась весьма трагически. Но больше всего запомнился вечно ноющий дядюшка в исполнении колоритного Дональда Мика. Без смеха, на его бесконечные стенания, смотреть было просто невозможно. Да и сцена заседания совета директоров с шваброй, это было что-то!

- Удовольствие – это приправа к бизнесу…

10 из 10",10 из 10,10
1,1,"Замечательная и трогательная история дуэта эстрадных исполнителей, на фоне сложных взаимоотношений которых перед нами разворачиваются их личные трагедии и новейшая история США.

Фильм не имеет явных слабых мест и направлен на семейную аудиторию.

Самое главное его преимущество - удачнейший выбор дуэта актеров. Каан и Миддлер очень хорошо смотрятся в выбранных образах.

Местами, кино напоминает 'Английский пациент', местами 'Джинджер и Фред' Феллини. Это говорит о том, что получился по-настоящему интересный и трогательный фильм.

Очень удивился, когда узнал что фильме не получил больших призов. У этого фильма было все, чтобы претендовать на звание лучшего фильма года. Могу сказать точно, что на фоне 'Багси', 'Повелителя приливов' и 'Тельмы и Луизы' он выглядел бы вполне достойно. Так уж сложилось, что общество в тот год отдало приоритет неожиданным (для того времени) 'Молчанию ягнят' и 'Королю рыбаку'. 

9 из 10",9 из 10,9
2,3,"Ты хочешь поиграть на саксофоне - при этом не имея никаких музыкальных навыков? Может быть ты хочешь ограбить банк - не выходя из дома и чтобы тебя за это не арестовала полиция? Давай тогда мне 5 кусков $, и будь добр - одень вот эту штуку себе на голову.

Многие критики сейчас повествуют, что эта картина — один из немногих достойных представителей жанра 'киберпанк'. Но тогда эта картина с треском провалилась в прокате (как в принципе и «Бегущий по лезвию» в своё время), и после этого Кэтрин Бигелоу от разочарования замолчала на целых 5 лет. Кэтрин вернулась в кино лишь в 2000 году с фильмом «Вес воды».

О проекте. 

В 1995 году кинокомпания Джеймса Камерона (Lightstorm Entertainment) производит ещё одну ленту, срежиссированную его бывшей женой Кэтрин Бигелоу - «Странные Дни» (до этого Кэмерон выступал исполнительным продюсером в её же фильме 'На гребне волны'). Сценарий совместно с Джеймсом Кэмероном написал Джей Кокс (а вот сам основной сюжет принадлежит только Джеймсу Кэмерону). Кэмерон также выступил и продюсером этого замечательного фантастического детектива. Картина получила две премии Научной Фантастики «Сатурн», включая приз за Лучшую Режиссуру. В итоге с этой картиной Камерон ещё раз абсолютно закрепил себя как истинного писателя в кино. 

Джеймс Кэмерон об этой картине высказался так: 'Мне кажется, есть разница между внутренним качеством фильма и коммерческим успехом. Лучший пример из собственного опыта – фильм “Странные дни” (Strange Days), который я до сих пор люблю, несмотря на то, что он не принес никаких денег.'

О фильме. 

Сюжет по закрученности сравним разве что с «Игрой» Дэвида Финчера. 

На кону 1999 год. Весь мир в ожидании нового столетия. Большим успехом пользуется новая разработка ФБР, созданная с одной только целью - следить и наблюдать за объектом. Само сабой это ноу хау попадает на «черный» рынок. 

Вы помещаете над головой устройство с сенсорными датчиками и можете смело записывать свои ощущения. Отдайте диск со своими ощущениями любому желающему - и тот сможет пережить ваши чувства со 100% подлинностью.

Ленни Неро, торгующий подобными дискетами, вдруг обнаруживает запись, где происходит убийство с достаточно оригинальным использованием этого ноу хау, причем с особой жестокостью.

Потом ему подкидывают ещё один диск, и Ленни понимает, что убийца все хитрее и изощренней использует записанные чувства.

И вскоре создается такая головокружительная головоломка, что я просто 2 раза останавливал фильм и на листе бумаги пытался сам разгадать этот ребус. И если существует в фильмах любовный треугольник, то в 'Странных днях' выстраивается с огромной мощью социально-психологический ромб. Я так и не разгадал самостоятельно этот 'кубик-рубик', за что и говорю огромное спасибо сценаристу.

Актеры.

Ральф Файнс. Среди его работ я не видел ни одного подобного образа, в котором он играл бы торговца-романтика, и при этом его персонаж за весь фильм от кого только не получал тумаков. Но что, самое главное, Ленни - это не 100% положительный персонаж, так как герой Файнса имеет множество психологических проблем и зависимостей. Его персонаж настолько реалистичен, настолько откровенен со зрителем, что зритель в нем находит часть строения самого себя - наш мир в действительности полон таких 'героев'.  

Анжела Бассетт. Я не люблю, когда слабый пол приобретает образ мужского характера, но Анжела настолько неагрессивно представляет своего персонажа в данной ипостаси, что черты мужского характера только украшают эту героиню.

Также в картине лучшим образом отметились такие актеры, как Том Сайзмор, Уильям Фихтнер, ну и конечно же Джульетт Льюис, которая играла в привычной для себя манере - что не может просто не порадовать. 

Оператор-постановщик Мэтью Ф. Леонетти (его работы: «Эффект бабочки», «Рассвет мертвецов»). 

Фокусировка, перемена угла обзора - все сработано на высоком уровне. Нападение объектива на предмет с такой тонкостью, что этот предмет превращается в живой и самостоятельный образ. Мэтью (или же это режиссерский ход) использовал 'холодное' цветовое решение, добившись при этом того ночного нуара, в котором лишь электрические огни вечернего города плавно описывают настроение всего фильма. 

Атмосфера.

Я даже не знаю, как охарактеризовать жанр 'Странных дней'. Наверное скажу вам так: этот детективно-психологический, футуристический кибер-нуар триллер ответит по всем статьям за данный набор слов, выделенных жирным шрифтом. Большинство съёмок производились ночью, что говорит о том, что этот фильм следовало бы назвать 'Странные ночи'. Вы проплывете по всевозможным тусовкам города вместе с потрясающем и оригинальным 'вечерним' саундом. В общем, вы будете погружаться в эту атмосферу, подобно светлячку, который не может устоять перед силой и магией огня.  

Проблема. 

Этот фильм затрагивает многие проблемы в обществе: проблема игромании, проблема связи интернета и человека. 

Люди сидят на форуме, маскируясь под неким аватаром - создавая себе вымышленный образ, с помощью которого вполне любой может стать умным, мудрым и находчивым в лице других посетителей сайтов. Но весь этот ум не Ваш, все это принадлежит тому аватару, которого вы создали. В интернете можно вести спор абсолютно на любые темы просто навсего одновременно смотреть в толковые словари. В реальности же вряд ли человек в большинстве случаев может похвастаться своей 'потрясающей' смекалкой.

Но в 'Странных днях' все идет намного дальше - зачем тратить все детство в музыкальной школе, когда вы можете спокойно надеть этот прибор и прочувствовать игру пианиста (да что там, стать самим пианистом). Если вы неудачник здесь и сейчас, то это возможно исправить, надев на голову данное приспособление.

Фильм как раз и говорит нам, что мы должны сами проживать нашу жизнь, а не отдавать её своему построенному виртуальному клону.  

Итог. 

«Странные дни» провалились в кинопрокате, но только из-за того, что поклонники ждали от продюсерской работы Кэмерона масштабных сцен, а вот сосредоточиться над скрытыми линиями психологизма и детективом у многих не хватило чуть-чуть терпения. Бесспорно, если бы снимал Камерон эту картину, то уж фильм этот имел бы другой успех (уж провала бы не было точно). Но всё-таки, Кэтрин Бигелоу, по моему мнению, справилась с режиссурой данной картины более чем достойно, и это не сравнить с сегодняшними современными дешевыми (в большинстве своем) триллерами и детективами.

В конце фильма звучит великолепный 'африканский' саундтрек 'While The Earth Sleeps' от исполнителей Deep Forest & Peter Gabriel. С помощью этого трека, при просмотре итоговых титров, Вы начинаете буквально объединяться со всеми персонажами этого фильма - будто действующие лица всегда были Вашими старыми знакомыми.

9 из 10  

И только за то, что посмотрев данный фильм (зная уже весь сюжет), его уровень смотрибельности уменьшается, но раз в год погрузиться в эти самые странные дни - все-таки святое дело.

Шедевр.

Лучший фильм Кэтрин Бигелоу.

Лучший продюсерский (вне режиссуры) проект Джеймса Кэмерона.

И если Вы купите когда-нибудь подобный диск с записями человеческих чувств, то это будут все равно не Ваши чувства. А вот если Вы приобретете DVD-диск с этим фильмом (и посмотрите его), то уж чувства Вам гарантированны, и чувства эти будут искренними и что самое важное - Вы будете полноправными их хозяевами.",9 из 10,9
3,4,"Высокобюджетный по мерками 95 года фильм 'Странные дни' откровенно провалился в прокате, но сколько существует примеров, когда кассовые сборы не являются показателем качества. Сверхоригинальный сюжет, стильная постановка и незабываемая игра Рэйфа Файнса в совокупности образуют достойную внимания картину для зрителей любого полёта. 

До 'Странных дней' на счету Кэтрин Бигелоу был весьма успешный 'На гребне волны' (1991), спродюсированный тогда еще её мужем Джеймсом Кэмероном. В новой совместной работе Джеймс выступил еще и сценаристом, а зная что это дело у него выходит не хуже постановки следовало ожидать довольно сильную работу. Так оно и вышло, но многие к сожалению не оценили. 

Повторюсь, задумка довольно оригинальная. Чужие ощущения и воспоминания как запретный плод становятся предметом вожделения клиентов Ленни - торговца чужими жизнями, у которого по сути нет своей. А чего только стоит любовная линия сюжета. Это одна из самых необычных любовных историй, которую я видел в кино. Здесь то ли трёх, то ли четырёхугольник. А то и пяти. Концовка в принципе напрашивается сама собой, но сражает наповал, ибо Ленни наконец-таки познаёт свое счастье, совсем не то за которым он так долго гнался. 

Впечатлил Рэйф Файнс. Какой же у него пронзительный взгляд, вечно уставшее лицо. Да и вообще, образ Ленни вышел маняще привлекательным. Вроде и не тряпка, но всю 'мужскую' работу делает Мэйс. Бывший коп, а ныне торговец своеобразного наркотика. Страдает от неразделенной любви, но и сам не разделяет её с другим близким человеком. Получилась такая мечущаяся душа, проходящая сквозь огонь и воду в поисках истины.  

В целом вышел отличный, держащий в напряжении околофантастический детективный триллер с элементами кибер-панка. Конечно глупо выглядит когда мега крутые рэперы разъезжают на УАЗ-469, но данный факт выглядит скорее как легкая шалость. Кэтрин Бигелоу действительно постаралась и у неё получился заслуживающий похвалы фильм. 

7,5 из 10

Странно, что я раньше не видел 'Странные дни'.",5 из 10,5
4,6,"Оливер Стоун никогда не был аполитичным режиссером. Всегда неравнодушный к тому, что происходило и происходит в мире, он снял немало картин, в которых пытался разобраться в самых противоречивых, порой покрытых плотной завесой тумана, историях. И, несомненно, 'Выстрелы в Далласе' - одна из самых скандальных и разоблачительных его картин, и не только потому, что сами по себе реальные события до сих пор будоражат умы миллионов, но еще и потому, что в ней Стоун виртуозно выдает кучу различных предположений, собрав некий пазл из сотни мелких, но имеющих в себе задатки логики, кусочков, тем самым обличив политическую систему величайшей державы. Как говорится - ударил не в бровь, а в глаз. Да, сейчас уже многое из того, о чем вещается в фильме, далеко не откровение, но невозможно не восхититься тем, как по-хорошему одержимо режиссер подходит к картине, тем самым заражая этой одержимостью весь актерский состав, узнаваемость которого совершенно не мешает поверить в правдивость их персонажей. Создавалось впечатление, что смотришь интересную документальную хронику, а не художественный фильм, поскольку кинематграфичность тут была отдана в жертву бескомпромиссной реалистичности. 

Лента Стоуна не только буквально по секундам воссоздает события того злополучного дня 1963-го года, когда Америку, да и весь мир, шокировало хладнокровное убийство президента Кеннеди, но и замечательно показывает расследование окружного прокурора Джима Гаррисона, почувствовавшего во всем этом настоящий политический заговор с целью переворота, на фоне желания первого лица страны отклониться от курса - уйти из Вьетнама и попытаться закончить холодную войну с СССР. Гаррисон и его команда идут по следам того, к сожалению, состоявшегося покушения, погружаясь в опасный водоворот государственных интриг, сговоров, серий убийств и тайн. Воплотил же прокурора впервые чрезмерно неравнодушный и трогательный в своей роли Кевин Костнер, отлично передавший все то внутреннее желание Гаррисона не просто докопаться до истины для поднятия собственной самооценки, а донести до народа тот факт, что им жестоко управляют сверху, не давая никаких прав на свободу, и что демократия на самом деле если и есть, то только на словах. Ну и, в конце концов, что жажда удержать построенную систему там, наверху, настолько велика, что они готовы сочинить и воплотить в жизнь любой сценарий, а каждого, кто встанет на пути их бесконечных амбиций, будь то президент страны или защищающий права афроамериканцев проповедник Мартин Лютер Кинг, ждет самое настоящее истребление. Прав ли Гаррисон? Не одержим ли он в своих откровениях? Посмотрев картину зрителю дается шанс многое для себя прояснить.

И тут уже не столь важно, какая из многочисленных версий самая точная. Сомнений, что убийство Кеннеди было срежиссировано верхушкой, а не осуществлено каким-либо одним лицом, просто быть не может, а фактов в пользу этого предостаточно, даже несмотря на то, что большая часть документов может быть обнародована еще нескоро, если вообще когда-нибудь будет полностью обнародована. Несмотря на огромный хронометраж, лента с каждым часом просмотра становится все интересней. Нам постоянно подкидывают все новые и новые теории и предположения, постепенно отбрасывая из них все лишнее и на выходе получая что-то очевидное. Несмотря на то, что в некоторых эпизодах Стоун буквально констатирует, а не предполагает, ловко выбрасывая на суд зрителей, например, результаты экспертизы убиенного тела президента, которое не могло иметь столько повреждений в разных частях тела посредством двух-трех пуль, что говорит о большем количестве выстрелов и попаданий, а так же не об одном снайпере, режиссер все равно дает возможность пришедшим на сеанс посмотреть на все с разных сторон, постоянно перемещая персонажей фильма словно по шахматной доске и попутно перепроверяя те или иные ходы. Это невероятно увлекательно! Даже с учетом каких-либо упущений, просмотр картины буквально вовлекает зрителей в свое хитросплетенное повествование, ни на секунду не позволяя оным отвлечься.

В 'Выстрелах' собрана целая плеяда голливудских звезд различного ранга. Помимо уже отмеченного выше Костнера, тут можно лицезреть прекрасные перевоплощения от Гарри Олдмана, великолепно сыгравшего того самого Освальда, который возглавляет список тех, кто мог убить Кеннеди, Томми Ли Джонса, в образе эксцентричного бандита, предположительно государственного агента, Кевина Бейкона, очень тонко и необычно примерившего на себя роль гомосексуалиста-проститута, Джо Пеши, от которого как-то не ожидаешь персонажа-гея с накрашенными бровями и блондинистым париком после множеств ролей психованных гангстеров и бандитов, ну и наконец, Дональда Сазерленда, как всегда проникновенно выдающего диалоги, что наполнены глубиной и смыслом. И хочется еще раз отметить, что актеры настолько погружены в свои образы, что их звездность совершенно не мешает воспринимать оных в контексте разыгрываемых ими реальных личностей. Картина имеет немало документальных фрагментов, некоторые из которых буквально ошарашивают, и эти кадры аккуратно перемешиваются с художественными вставками, снятыми на архивный манер. Минусом же является чересчур раздутый хронометраж. Нет, лента от этого менее увлекательной не становится, но многое можно было бы подать более компактно. Ну хотя бы в угоду динамики. Для сериала такой подход пришелся бы кстати, - могла бы появиться возможность хорошо раскрыть, например, кульминационный судебный процесс.

P.S. Кто убил Кеннеди? Этот вопрос будоражит умы миллионов вот уже на протяжении более 50-ти лет. И лента Оливера Стоуна на мой взгляд отвечает на него весьма развернуто и понятно. По сути, американского президента убила система, которая была построена верхами, и которая не несет в себе никаких компромиссов, когда речь идет о ее сохранности. При этом совершенно неважно кто произвел выстрел. Важно лишь то, что в тот день покусились не только на жизнь первого человека страны, но так же на выбор и свободу целого народа. И этот народ имеет право знать правду!

'Все мы в нашей стране стали Гамлетами. Детьми убитых отцов. А их убийцы до сих пор сидят на престоле.'

9 из 10",9 из 10,9
5,8,"Жанр: исторический биографический детектив.

Есть такие фильмы, которые можно смотреть 3 часа.
Этот фильм, учитывая режиссерскую версию, можно смотреть и 3,5 часа.

И не капельки не скучно.

Братья Роберт и Джон Кеннеди были великими политиками, если бы их планы в полной мере осуществились, они могли изменить мир по-настоящему, как они и хотели. Они были очень интересными людьми, но про них снято очень мало хороших фильмов. Есть еще один фильм с Кевином Костнером 'Тринадцать дней', но этот фильм скорее не о Джоне Кеннеди, а о тех злополучных тринадцати дней 1962 года. Так вот, о братьях Кеннеди снято всего два достойных фильма это 'Бобби' о Роберте и 'JFK' о старшем Джоне. Хотя там и там Кеннеди упоминается только в исторических хрониках. Почему? Потому что нет актера, который мог сыграть их? Я думаю есть. Просто, на мой взгляд, никто на это не решится.

Как писалось выше, Оливер Стоун не любит свое правительство. Эта не любовь, появилась еще во времен Вьетнамской войны, когда Стоун был призван в армию, и прослужив один год, был ранен. Так появились 'Взвод' и 'Рожденный четвертого июля'. Затем пришла пора двум биографическим опусам 'JFK' и 'Никсон'. Это один из моих любимейших фильмов Стоуна. Если кого-то интересовало убийство Кеннеди, то у Стоуна как раз удался детектив на эту тему. 

Гари Олдмен в образе убийцы-одиночки Ли Харви Освальда напомнил мне Эдварда Нортона в 'Бойцовском клубе', очень они похожи.
Томми Ли Джонс блондин-гомосексулист как обычно неотразим. Ну а Кевин Костнер бесподобен. Особенно запоминается его 30-минутный монолог в конце фильма. Лучшая роль Костнера.

Существует историческое кино способное передать эмоции, чувства, настоения того времени, JFK' тому пример. Документальный фильм, воссоздавший полностью картину происходящего. 2029 год. Правительства рассекречивает все документы о убийстве Джона Фицжеральда Кеннеди. Мир узнает настоящего убийцу. В этот год 'JFK' становится лучшим фильмом в истории кинематографа, а пока...

9 из 10",9 из 10,9
6,9,"С какого то момента, складывается ощущение что ты не просто смотришь кино, а что тебе рассказывают невероятную историю, загадка которой хранилась несколько десятков лет. И вот тебе рассказывает её некий Джим Гаррисон, о котором ты впервые слышишь. Но говорит он так естественно и правдоподобно, указывая на факты, что ты охотно начинаешь ему верить. Но вот ты возмущаешься, как же ему не верят остальные? Почему? И начинаем сопереживать этому незнакомому дядьке, одновременно узнавая его биографию, которую он тесно связал с убийством века. Ну что подвергло окружного прокурора штата Новый Орлеан искать истину? Быть может любопытство? Нет. Скорей это патриотизм. Ведь знать правду он хочет не один, а чтобы знали её все. И вот проходят больше двухсот минут кинопроизведения, но правды мы так и не дождались. Остались лишь догадки, в которые ты начал сильно верить.

Это первый фильм Оливера Стоуна про американских президентов. И пожалуй самый лучший. Лучший среди всех его работ. Так же великолепно сыграна роль Джима Гаррисона, Кевином Костнером.

10 из 10",10 из 10,10
7,10,"Фильм, что судя по интернет источникам, начали топить во многих СМИ до выхода, но после выхода получивший 8 номинаций на оскар и очень приличные сборы. Фильм, у которого спустя 29 лет после выхода, на кинопоиске нет ни одной отрицательной рецензии. Это все JFK, или в русском варианте Джон Ф. Кеннеди: Выстрелы в Далласе.

С первых же кадров я понял, что смотреть нужно внимательно, потому что с открывающих документальных вставок фильм начинает стрелять фактами, будто тот самый Харви Освальд, сделавший 3 выстрела из не автоматической винтовки за пару секунд. По началу такое может даже отпугнуть, но вскоре становится понятно, что, несмотря на огромный хронометраж(в режиссерской версии 200 минут), фильм не забит какими-то затянутыми и ненужными сценами, поскольку на протяжении всего хронометража режиссер продолжает подбрасывать нам новые и новые факты(или домыслы), из-за который интерес с каждый минутой не просто не ослабевает, но и становится сильнее.

Так же мне крайне понравилось местное совмещение кадров игровых и 'документальных', наверное в этом фильме образцово сделаны эти известные сцены, где детектив рассказывает что же произошло на самом деле, а на экране демонстрируются кадры, иллюстрирующие рассказ.

К сценарию, как и к режиссуре, вопросов нет никаких. Фильм не перегружается деталями и в то же время, всему уделяется ровно столько времени, чтобы зритель не запутался. Диалоги в фильме так же отлично поставлены, финальная речь Джима Гаррисона(Кевин Костнер) не отпускает ни на минуту, вызывая именно те чувства, что и должна- чувство, что необходимо бороться за правду не смотря ни на что. Пафоса о том, что Америка у нас самая великая держава, я не заметил, в фильме был только понятный каждому страх перед правительством, во главе которого оказались жадные до власти и денег люди, идущие ради этого на что-угодно, и любовь, искренняя любовь к своей стране, не смотря ни на что.

Конечно фильм не лишен недостатков, возможно они очень субъективные, но и отзыв мой субъективный. К тому же на оценку они не повлияют.

Во-первых я очень не люблю рваное слоу-мо, когда картинка дергается, оказывается смазанной и тяжело понять что происходит. Понятно, что это используется именно с этой целью, и в этом фильме в одном моменте смотрится очень хорошо, но все же меня от такой съемки немного подташнивает.

И чуть более заметная проблема- Кевин Костнер. Как по мне, антихаризматичный актер, в этом фильме в паре сцен откровенно не справлялся, да и финальная речь могла бы оказаться еще мощнее, произноси ее человек с более интересным голосом. Да еще Костнер тут будто бы тот же персонаж, что в Неприкасаемых(1987). Хотя может за то он и был выбран на роль,  ведь он- 'последний романтик, которого с его реальным прототипом роднит, по словам Стоуна, «глубочайшая порядочность и цельность характера», наследник Генри Фонды и Спенсера Трейси, способных вызвать безоговорочное доверие к тому, что они говорили с экрана.' 

И все равно это мелкие придирки, да и, перефразируя одного не самого известного человека, если такие фильмы не заслуживают прощения за свои не самые сильные стороны, то какие заслуживают?

10 из 10",10 из 10,10
8,12,"Перед нами один из самых известных и лучших фильмов Оливера Стоуна. Он хорошо прошел в прокате, получил восторженные отзывы критиков и взял множество наград на различных кинофестивалях. Даже в США его очень любят, а странно, но я рад этому. 

Забавно, но до просмотра я практически ничего о нем не слышал. И даже когда узнал о его существовании, специально не стал читать рецензии, синопсис и искать различную информацию, дабы воспринять ленту наиболее объективно (хотя делаю это крайне редко). И, несмотря на это, я увидел совершенно другой фильм, нежели ожидал. 

Оригинальное название фильма «JFK» поначалу кажется непонятным и каким-то безликим. Понятно, что это инициалы одного из самых известных президентов США Джона Фицджеральда Кеннеди. Так вот, название подобрано очень точно. Дело в том, что это не биография одного человека (а именно этого я и ожидал), а жесткое и крайне объективное расследование причин его гибели, где его личность упоминается довольно косвенно. 

Чем мне нравятся фильмы Стоуна, так это тем, что они умеют заинтересовать практически любого зрителя практически любой темой. Раньше мне было не особо интересно узнать причину гибели Кеннеди, да и политику я не люблю. Но здесь все рассказали и показали так интересно, информативно и в то же время понятно для всех зрителей, даже для тех, кто совсем не в теме. Также удивила большая смелость режиссера, все же так обличить американское правительство может далеко не каждый. Хотя смысл заключается несколько в другом, в том что нужно бороться за правду и справедливость несмотря ни на что.

Фильм довольно жесткий, резкий и очень стильный. Но ему все же немного не хватает души. Нет, нельзя сказать что он совсем бездушный. Особенно чувствуется симпатия режиссера к главному герою. Но здесь сплошняком одни факты и объективность, а личности практически не раскрыты. Непонятно даже зачем главному герою все это было нужно, понятно, что жажда справедливости и все такое, но с  психологической точки зрения это объяснить не удалось. 

В общем можно было вообще снять документалку и не запариваться. Но нет, из этого сделали замечательный художественный фильм. Несмотря на то, что это материал для журналистского расследования, эстетам и просто любителям хорошего кина он придется по душе. Снят он очень качественно. Великолепный видеоряд, работа оператора Роберта Ричардсона и невероятно стильный монтаж Джо Хатшинга и Пьетро Скалия. Музыкальное сопровождение тоже порадовало (никогда не задумывался о том, что обычная барабанная дробь может так эффектно звучать). Смотрится он с большим интересом, хотя середина все же немного скучновата. 

Актерский состав очень порадовал. Великолепно сыграл Кевин Костнер, это одна из самых лучших его ролей. Кевин Бейкон очень порадовал. Гэри Олдман за весь фильм, по-моему, не произнес ни одного слова, и появлялся только во флешбеках, но, несмотря на это, жутко запомнился. Замечательно сыграл Томми Ли Джонс.  

Вывод: очень стильный и интересный фильм. Правда немного не хватает души. Всем советую! 

Оценка:

9,5 из 10",5 из 10,5
