,index,text,text_rating,rating
0,0,"- Где Я? Кто они такие? Что им нужно от меня?!

Режиссер родом из Киева Анатоль Литвак сделал достойную карьеру в Голливуде, и у него ряд любопытных фильмов. Конечно, самая известная его картина является 'Любите ли вы Брамса?'. Но к 'Змеиной яме' лично я отношусь всегда с большим интересом. Это один из первых, а как бы ни самый первый фильм в истории кино, который так глубоко капнул в психологию психически нездорового человека и почему он такой.   

Детективная драма получилась очень напряженной, закрученной. Все смотрится психологично, и для конца 40-ых годов это уникальное и революционное кино. Оливия Де Хэвилленд наконец-то выиграла суд с кинокомпанией, не дающей ей свободу творчества и выбора ролей, и теперь она сама стала выбирать себе героинь. Прецедент Де Хэвилленд стал также революционным и дал огромную дорогу актерам - свободу творчества. 

С детства помню эту актрису с культового фильма 'Унесенные ветром'. Оливия является одной из самых уважаемых актрис западного кинематографа. У нее ряд номинаций на почетные кинопремии и аж два Оскара за лучшую женскую роль. На тот момент Де Хэвилленд уже получила свой первый Оскар за драму 'Каждому свое', и почти получила эту же почетную награду за 'Змеиную яму', но американская академия присудила Оскар - Джейн Уайман. 

Мы видим таинственную и по началу непонятную историю Вирджинии Каннингэм, которая оказалась в психологической лечебнице. Женщина не понимает, что с ней, и как она тут оказалась. Все окружающие кажутся ей врагами. Своего мужа (который к ней постоянно приходит) она не помнит, но к-счастью находится опытный и мудрый доктор, который бросает силы помочь душевнобольной женщине...

Полное безумия и тревоги кино, играющее со зрителем на острее ножа. Психологический триллер поставлен в достойной режиссуре, такой же хорошей операторской работе и с интересной историей. Фильм как будто окунает нас в психику и внутренний мир психически больного человека, и мы видим мир его глазами и то, как и почему он (в нашем случае она) на все реагирует. 

Де Хэвилленд играет чисто, и от нее тут невозможно оторваться. Ни каждая актриса может похвастаться такой сложной и смелой ролью. Когда такая высокая актерская игра, то и фильм смотрится еще с большим удовольствием.

Перед нами кино первооткрыватель в данной теме, и эта черно-белая кинолента вдохновила многих режиссеров на моменты, стиль и атмосферу в похожих будущих фильмов. Сейчас это кино оценит далеко ни каждый. Картина для ярых киноманов или любителей прелестной и сильной Оливии Де Хэвилленд, которая кстати до сих пор жива, и ей 103 года.

'Змеиная яма' - -детективная, психологическая драма 1948 года. Этот фильм не для большой публики, оно для тех, кто любит покопаться, найти что-то глубокое, непростое, истории с двойным дном. 

- Вспомните, какие отношения были у Вас с Вашим отцом и матерью? Что скрывает Ваше детство?

7 из 10",7 из 10,7
1,1,"Этот замечательный фильм поставлен Д. У. Гриффитом под прямым влиянием Эдгара Аллана По, прежде всего, его стихотворением 'Аннабель Ли'.

Молодой человек влюблен в девушку, но его дядя против помолвки. Вскоре выход напрашивается сам собой: убить дядю. Однако призрак дяди преследует его. Впрочем, как всегда у Гриффита, кончается всё хорошо.

Это одна из первых полнометражек Гриффита и одна из лучших его картин. Актёры подобраны прекрасно и играют. Конец не из лучших, однако это в стиле Гриффита и подходит этой картине.

10 из 10",10 из 10,10
2,2,"Жизнь Вирджинии из счастливой превратилась в кошмар.  Она не знает, кто она, слышит загадочный голос, не ориентируется ни в пространстве, ни во времени и не может вспомнить прошлое. Вскоре она понимает, что находится в психиатрической лечебнице. А так же начинает вспоминать свое прошлое – о том что она за мужем, о  произошедшем несчастном случае с ее женихом и то каким было ее детство. Именно в детстве и скрыты причины того состояния, в котором Вирджиния находится. Помочь Вирджини  выздороветь и докопаться до глубин подсознания приходит доктор Кик, который всерьез заинтересовался, случаем Вирджинии. Доктор Кик, заботливый врач, который не зациклен на бюрократических проволочках, и  сторонник индивидуального психоанализа пациента. Теперь задача Вирджинии выбраться из «змеиной ямы» и вернуться к нормальной жизни.

Фильм стал одним из «пионеров» показывающим более подробно жизнь психически нестабильных людей. К тому же стоит отметить, что перед создателями фильма стояла труднейшая задача, показать довольно таки щекотливую тему и при этом заинтересовать зрителя. Кстати со своими задачами режиссер и продюсер справились отлично, так как фильм имел успех, как у критиков, так и у зрителей. А вот немного истории создания фильма: «Литвак купил права на книгу Мэри Джейн Уорд за 75 тыс. долларов и пытался пробить проект на всех студиях города. После этого он обратился к своему другу Дэррилу Ф.Зануку (глава студии '20th Century Fox') - в 'Фоксе' тогда редко брались за независимые постановки. Сначала Занук был насторожен щекотливостью темы, но убеждения подсказывали ему, что фильмы должны затрагивать и серьезные проблемы общества. Согласившись финансировать фильм, Занук тесно работал вместе с Литваком над сокращением сценария, чтобы сгладить самые неприятные для зрителя моменты. Литвак три месяца посвятил подготовке, изучая психиатрические лечебницы и заставляя актеров сопровождать его.»

Весь «груз» фильма естественно лег на плечи исполнительницы роли Вирджинии - Оливии Де Хэвиллэнд. Именно ей предстояло воплотить на экране сложный эмоциональный образ психически неустойчивой женщины и при этом заставить зрителя сопереживать ее героине. Де Хэвиленд славится одной из лучших актрис своего поколения, что подкреплено не малым количеством различных наград и номинаций. Надо сказать, что актриса великолепно справилась со своей ролью. 

Сам фильм хоть и поставлен отлично, но все же местами может утомить. К примеру те кто видели «Потерянный уикэнд» и тем кому он не пришелся по вкусу, «Змеиную яму» могут пропустить, так как вместо алкоголика в данном случае мы имеем дело с психически больной женщиной, а в остальном вся та же «анатомия» отдельно взятого случая у отдельно взятой личности.

Так же фильм помимо хороших кассовых сборов, что я уже упоминал, получил признание и в среде профессионалов, получив «Оскар» за звук и номинировавшись еще в пяти категориях (фильм; женская роль (Оливия Де Хэвиллэнд); режиссер (Анатоль Литвак); сценарий; музыка для драматических/комедийных картин).


7 из 10",7 из 10,7
3,4,"Сразу хочется оговориться, что рецензировать фильмы, возраст которых приближается к веку, — непростое занятие.

Для нашего времени игра актеров, конечно, слишком картинна. Скажем так, это игра актеров в театре — обращение к зрителю именно со сцены, а не с экрана. Но минут через 10 после начала фильма к этому привыкаешь, какие-то преувеличенные жесты и мимика кажутся вполне гармоничными. Тем более, нельзя не обратить внимание, что и жесты, и мимика просто обязаны быть ярче, чем в современном кино, — актеры не могли прибегнуть к помощи слов, чтобы донести идею до зрителей. Итог получился очень приятный: яркие, эмоциональные актеры, которым веришь.

Честно говоря, было удивительно узнать, что в картине, фактически, не снимались темнокожие люди, все «негры» — ни что иное, как грим. Кстати, стоит отметить и огромное количество народа, занятое в массовке фильма — это первая картина, отличающаяся подобной масштабностью.

А сейчас поговорим об идее самого фильма. Конечно, несмотря на заявления Гриффита и даже несмотря на снятый после этого фильм «Нетерпимость», весь фильм зрителю прививается идеология расизма, ведь единственный, кажется, положительный темнокожий персонаж — это служанка Камеронов (извините, здесь могу ошибаться). При этом все негры показаны захватчиками-деспотами, одуревшими от власти, а Ку Клукс Клан — святым избавителем от этих нелюдей. Но именно благодаря такому вот четкому разделению на черное-белое (да, интересный каламбур вышел...) Гриффит показал настоящий героизм (взять хотя бы защиту хибарки, в которой были Камероны, в одном из финальных эпизодов).

Прекрасная музыка, необходимость пристального внимания во время просмотра  киноленты и как итог — полное погружение в фильм, ощущение соприкосновения с чем-то историческим, легендарным: благодаря всему этому «Рождение нации» пробуждает в душе что-то очень хорошее и светлое, что-то такое, ради чего точно стоит смотреть этот фильм. 

Если, конечно, величайшая роль этого произведения в истории кинематографа — недостаточно убедительный повод для просмотра.

10 из 10",10 из 10,10
4,6,"1943 год, перелом во Второй мировой войне. Мир надеется на чудо, на завершение этого кошмара. И в это самое время 20th Century Fox выпускает в прокат экранизацию свежего романа австрийского писателя Франца Верфеля о 14-летней Бернадетт Субиру, которая 11 февраля 1858 года, собирая дрова недалеко от небольшого французского городка Лурда, в озаренном светом гроте увидела «что-то белое, похожее на барышню» - саму Богоматерь!

Фильм, как и сама книга, не являются документальным изложением «Лурдского чуда». Поэтому в ним перемешаны общепризнанные факты и творческий вымысел. Винсент Прайс играет роль скептически настроенного прокурора, который не верит рассказам Бернадетт. Не желает верить  им и приходской священник. Однако люди всегда открыты чуду, особенно, когда ему есть подтверждение – вдруг открывшийся источник. И как только к роднику приходят первые просители исцеления, тут же появляются дельцы, готовые поставить чудеса на промышленные рельсы. 

История рассказана хорошо и, судя по количеству номинаций на «Оскар» и «Золотой глобус» - очень вовремя. 

Первоначально музыку к сцене явления Богородицы написал Игорь Стравинский, но в итоге контракт, а чуть позже и «Оскар» получил Альфред Ньюман. Творение Стравинского для «Песни Бернадетт»  можно услышать в его «Симфонии в трех частях». 

7 из 10",7 из 10,7
5,7,"Многие говорят, что этот фильм о расизме, и что он пропагандирует этот самый расизм. Хочется спросить таких людей: 'Вы, что белены объелись'? Фильм показывает, что бывает, когда власть оказывается в руках волюнтаристов. Все ужасы происходят в фильме после того, как власть оказывается в руках Стоунмена и по его вине. С его легкой руки негры превращаются в господ, а белые - в притесняемых, в результате чего и появляется Ку Клукс Клан, призванный вступиться за белых (практически рыцари на белых конях). Здесь важно отметить, что целью Ку Клукс Клана является не убийство черных, просто потому что они черные или потому что они хуже белых (что как раз было бы проявлением расизма), целью является отмщение тем, кто начал издеваться над белыми. История фильма сводится именно к этому. Негры здесь выполняют роль достаточно абстрактного зла и на их месте может быть, кто угодно другой, в том числе и сами белые. Если и выделять главную идею фильма, то она заключается в том, что агрессия порождает только новую агрессию. Фильм пропагандирует пацифизм, а не как не расизм.

В пользу расизма говорят также, что негры в фильме показаны слишком невежественными и жестокими и это не соответствует реальности. На это можно возразить следующее: во-первых, это художественный фильм, происходящее в нем не обязательно должно быть правдой. Для того, чтобы передать свои идеи, авторы вольны пользоваться любыми приемыми, в том числе и гиперболизировать поведение негров и ККК в ту сторону, в которую это необходимо для произведения. И в мире, созданном в данном произведении, говорить о расизме не приходится, белые вынуждены защищаться и они это делают. Во-вторых, фильм снимался через пятьдесят лет после описываемых в нем событий, а с момента съемок фильма прошел еще целый век. Лично я не знаю, как на самом деле обстояли дела в период после гражданской войны в США и сомневаюсь в том, что кто-то может достоверно знать это сейчас или знал во времена съемок фильма. В отношении любого исторического события существует несколько точек зрения и узнать, какая из них правда, зачастую не представляется возможным.

В остальном же фильм представляет нам занятную историю двух семей, навевающую мысли о семьях Монтекки и Капулетти, но с оттенком исторической эпичности и с более радужным финалом (не для негров, конечно). Батальные сцены сняты вполне качественно, а собравшийся воедино и скачущий на лошадях ККК выглядит действительно впечатляюще. Помимо этого, всему происходящему на экране сопутствует отличный звуковой ряд, причем разные герои имеют свои музыкальные темы.

Единственным минусом я бы назвал излишнюю затянутость завязки, которая по сути длится целых полтора часа, но вторая половина фильма более динамична.

В итоге получили отличное кино, которое действительно стало классикой.

8 из 10",8 из 10,8
6,8,"Преуспевающий бизнесмен Уолтер Уильямс (Брайн Донлеви) собирается в деловую поездку в другой город. На работе он практически незаменим - даже совет директоров компании прислушивается к его мнению по поводу новых контрактов. У него большая просторная квартира в центре города, молодая красивая жена, которую он очень любит и каждый день посылает ей розы. Именно со своей женой Айрин Уолтер и собирается провести выходные, совместив дела с приятным отдыхом. Однако жена 'вдруг' заболевает и просит мужа взять с собой в поездку её кузена Джима, довольно нервного молодого человека.

Кинофильм 'Удар' является криминальной драмой (даже нуар-драмой) и, поэтому, по всем законам жанра всё оказывается не так безоблачно, как это представлялось главному герою. 'Кузен' жены оказывается её любовником, а задумали они не что иное, как убийство Уолтера. Но главный герой остаётся живым, при этом он узнаёт всю правду про свою любимую жену. Это становится для него сильнейшим психологическим 'ударом'. В полубессознательном состоянии Уолтер уезжает в другой штат и в первом же попавшемся ему маленьком американском городке устраивается на работу автомехаником, при этом, похоже, даже не собирается возвращаться к прежней жизни. А тем временем жену его арестовали и обвиняют в убийстве мужа.

В отличии от других фильмов-нуар данное произведение не особо отличается напряженными моментами, действие разворачивается спокойно, размеренно. Никто никуда не торопится, Уолтер работает и много размышляет о ситуации, в которой он оказался, а ещё собирает газетные вырезки о своей 'смерти' и о процессе над женой. Такое неспешное развитие событий может показаться скучноватым, но не надо забывать, что кинофильм 'Удар' всё-таки в первую очередь драма, а уже потом нуар.

К тому же и актеры играют в фильме достаточно неплохо, особенно исполнитель главной роли Брайан Донлеви. Он выступает спокойно, но достаточно уверенно, и создает образ сильного человека, который может и должен преодолеть все трудности, возникающие на его пути. Хороша и девушка, которая приютила нашего героя во время его странствий - её роль исполнила весьма эффектная актриса Элла Рейнс.

Настоящую атмосферу нуара в этом кинофильме создать не удалось, но зато здесь прекрасно и со вкусом показана жизнь простых и не совсем простых жителей США конца 40-х годов. Автомобили тех лет, телефоны-автоматы, сигареты, шляпы и многие другие мелочи создают очень неплохой антураж, так что после просмотра кинофильма 'Удар' нельзя сказать, что потратил почти два часа своего времени на какую-то ерунду - фильм определённо стоит как минимум одного просмотра.

7 из 10",7 из 10,7
7,9,"Каждый человек нуждается в вере. Не имеет значения, вера эта в сверхъестественное или в логическое объяснения происходящего. Просто веря во что-то, человек может найти смысл для себя, для своего существования, поставить цель в своей жизни. Данной теме кинематограф ни мало уделял внимания, но лишь крошечная часть смогла показать истину, и кинолента «Песня Бернадетт» - одна из таких картин.

Синопсис 1858 го. Небольшой французский городок в предгорьях Пиренеев близ Испанской границы. 14-летняя девочка Бернадетт из бедной семьи неожиданно становится свидетелем явления Богоматери. С этого момента, девочка решает целиком и полностью посвятить себя служению Богу. Бернадетт буквально превращает то место, где ей явилось Чудо, в святыню, которое в скором времени становится пристанищем для тысяч паломников. Этой ситуацией крайне недовольны местные власти, которые хотят разоблачить девочку, обвинив ее во лжи.

Игра актеров Конечно, «Песня Бернадетт» - кино очень специфическое, и говорить однозначно, что все в фильме безупречно, на мой взгляд, будет неверным. Однако я могу сказать с полной уверенностью, что игра актеров в картине была безупречной и не вызвала никаких нареканий. Прежде всего, следует отметить игру еще юной на тот момент актрисы Дженнифер Джонс, исполнившей роль доброй и ласковой Бернадетт, чья любовь к Богу была настолько сильной, что она просто не замечала те страдания, через которые ей пришлось пройти. Так похвальной показалась игра Глэдис Купер, сыгравшей роль сестры Марии-Терезии, которая только под конец жизни самой Бернадетт начала верить девочке, т. к. до этого сестре не давала собственная зависть.

Режиссура Конечно нельзя сказать, что режиссер Генри Кинг снял религиозный эпик, но религия занимает в картине немалое место. Можно сказать, что режиссер ставит в центре внимания вопрос о вере, отводя на второй план все моменты, связанные с мистикой или со сверхъестественным. Т. е. сверхъестественное имеет место в картине в обличии Святой Богородицы, осененной благодатью, но при этом мы видим и понимаем, что ее видит только Бернадетт. Остальным людям остается только верить, что эта девочка действительно видит ее. В фильме нет каких-то мистических явлений, т.е. вода в вино не превращается, но, тем не менее, автор подмечает целительные свойства, связанные с верой. В общем и целом, я хочу сказать, что «Песня Бернадетт» - это кино не религиозное, но о религии и вере.

Сценарий Сюжет картины затрагивает именно историю самой Бернадетт. Но я хочу отметить, что «Песня Бернадетт» - это не совсем биографичный фильм, т.е. биография этой загадочной личности, конечно, имеет место, но авторы ставят в центре внимания не историю ее жизни, а историю ее веры. В какой-то мере внимательный зритель сумеет уловить в картине параллели с Библией, поскольку Бернадетт также приходится столкнуться с оппозицией со стороны власти, которая не желает распространение культа, считая его фальсификацией. Однако именно вера Бернадетт дает ее силы незаметно для себя превозмочь все трудности и обрести благодать.

Работа оператора Из технических характеристик следует отметить работу оператора. Оператор Артур Ч. Миллер отличается умением передать красоты природы и места действия таким образом, словно зритель находится непосредственно в этом месте. Так, в «Песне Бернадетт» Миллер смог передать атмосферу и дух старинного французского городка с его обычаями и порядками. Также в стиле съемок наблюдалась своя особая психология, а именно, в эпизодах с явлением Богородицы оператор перемещал ракурс именно к Бернадетт, словно отрешая ее от окружающего мира.

Саундтрек Честно говоря, я всегда более всего ценю в картине музыку, поскольку хорошая красивая музыка всегда обеспечивает отличное настроение. Особенно мне нравится, когда композиторы пишет для картины одного жанра музыкальное сопровождение, характерное для другого. Так, в «Песне Бернадетт» музыкальное сопровождение состояло из «струнных и духовых» мелодий дополненных звонким, почти церковным хором, тем самым, скорее напоминая кино в жанре фэнтези. Таким образом, картина обрела особый запоминающийся оттенок.

Итог Несомненно, «Песня Бернадетт» - яркое и незабываемое кино, какие в наше время в принципе не снимают. Несмотря на его религиозный, хотя не столь ярко выраженный подтекст, в какой-то степени натянутость, тем не менее, фильм не оставит вас равнодушным и даже заставит задуматься над происходящим.

8 из 10",8 из 10,8
8,10,"Фильм состоит из двух частей. Первая рассказывает о судьбе двух семей, Кэмеронов и Стоунменов в середине XIX. Они дружат и планируют породниться. Однако начинается война между Севером и Югом; Стоунмены примыкают к сторонникам Севера, Кэмероны - Юга. Побеждает Север. Первая часть заканчивается убийством Линкольна. Вторая часть посвящена произволу чёрных, терроризирующих белое население. Кэмерон становится во главе освободительной организации Ку-Клукс-Клан, распугивающей чёрных. Стоунмены борются против Сайласа Линча, главы негров и, когда, казалось бы, чёрные уже победили, на помощь им приходит Ку-Клукс-Клан и громит негров. Наступает мир между Севером и Югом.

Откровенно расистское содержание фильма вызывало ожесточённые споры. Многие зрители выступали против фильма, поскольку он, как им казалось, пропагандирует расизм. Обиженный такими резкими отзывами, Гриффит снимает фильм 'Нетерпимость'. Такие споры являлись для фильма лучшей рекламой, и фильм принёс огромную прибыль. На волне успеха было снято расистское продолжение - 'Падение нации' (1916). Впрочем, судя по отзывам современников, продолжение оказалось неудачным, быстро было забыто, а ныне считается утерянным.

На самом деле ничего расистского в фильме нет, он скорее является пацифистским. Гораздо более расистскими являются фильмы, представляющие чёрных героями, а белых негодяями, наводнившие Америку в последнее время. Гриффит хотел показать, что насилие порождает насилие: агрессия чёрных проистекает от агрессии белых, которые ранее поработили негров; в свою очередь, агрессия чёрных породила агрессию Ку-Клукс-Клана, безжалостно вырезающего чёрное население. Миротворец Гриффит стремится показать, что мир возможен, достаточно лишь вовремя остановиться. Такая мораль сквозит во всех его фильмах.

Однако Гриффиту не везло. Его первый монументальный пацифистский фильм оказался непонят зрителями, а второй, в котором Гриффит, отказавшись от аллегорий, разжевал миротворческое содержание, провалился в прокате. Людям не нравился пацифизм - они хотели жесть, чернуху, насилие. Поэтому и более поздние сентиментальные фильмы режиссёра встретили яростный отпор критиков. А самое страшное заключалось в том, что в один год с выходом фильма возродилась давно распущенная организация Ку-Клукс-Клан. То есть, вместо того, чтобы отвадить зрителя от расизма, Гриффит этот расизм возродил.

10 из 10",10 из 10,10
9,11,"Человек, дилемма, убийство, раскаяние, расплата.

Впечатляющая картина и замечательное музыкальное сопровождение - весь фильм пролетел как один миг. Неторопливая подача и крупные планы, акцент на муках совести которые испытывает молодой человек, раскрытие характера главного героя - очень целостное повествование и в то же время ничего лишнего. Такие ленты вдохновляют и очищают современного человека, их просто приятно смотреть. Я бы сказал что это отличный отдых и способ побаловать себя.

Наблюдать за актерами в образе приятно и интересно, сюжет витиеват и не банален как может показаться из описания. Фортепианная игра поддерживает эмоциональный фон и расслабляет зрителя. Поскольку фильм 1914-го года это также создает мягкую и притягательную атмосферу, ну и конечно же явный контраст.

Великолепная идея, достойный сценарий, характерная и 'живая'  игра - впечатления от фильма сугубо положительные. И напоследок позволю себе сказать: друзья смотрите немое кино, не бойтесь его. Оно не скучное и вовсе не страшное, наоборот в нем каждый что-то для себя найдет и полюбит.

8 из 10",8 из 10,8
