,index,text,text_rating,rating
0,2,"В отзыве на этот фильм я не стану бояться писать громкие слова. 'Мертвец' - глубокофилософский мистический шедевр от Джима Джармуша.

Фильм как будто приготовлен по очень выверенному рецепту. И каждый ингредиент высшего качества. Хотя результат кому-то может не понравится, но если Вы увидите его в нужный момент вашей жизни, если позволите мягко войти и расползтись по венам, то уже не забудете о нём никогда. А уж если он лёг на душу, то пересматривать его захочется ещё и ещё, и каждый раз Вы будете находить в нём что-то новое, что-то своё, не переставая наслаждаться уже обнаруженными ингредиентами.

А среди них, например, великолепная, симбиотическая гитарная импровизация рок-гения Нила Янга. У фильма только одна музыкальная тема, она сопровождает главного героя везде. Но другой здесь, похоже, и быть не могло. Музыка переливается, хрипит, возносится спиралями и тесно переплетается с кинорядом, а главное, помогает также философски смотреть на вещи, как и Уильям Блейк - герой Джонни Деппа.

Здесь также и мистические загадки, порождающие споры, но чаще размышления в себе. Основная из них, конечно, действительный момент смерти Блейка, ведь и за одну, и за другую версию есть множество аргументов. И даже появляется желание тут же пересмотреть фильм заново, чтобы взглянуть на все события и действия с другой позиции этой загадки. Ведь тогда всё воспринимается совсем по-другому, но не менее качественно и захватывающе.

Кроме того, можно погадать и по поводу жанра фильма, который так и не смогли точно определить даже опытные кинокритики. То что здесь чаще всего называют вестерном, просто оболочка, неспроста выбранная Джармушем. Также хорошо здесь мог бы подойти разве только постапокалиптический мир, впрочем, это было бы уже другое кино...

А в этом случае ещё и успешно легли, вложенные в уста индейца Никто (Nobody), стихи и высказывания английского поэта Уильяма Блейка, тоже, надо сказать непростого и достаточно мистического писателя. И творчество его настолько близко к индейской тематике, что мы воспринимаем эти афоризмы, сказанные Никто, как его личные, типично индейские поговорки.

Впрочем, Никто тоже заслужил свою долю уважения и загадочности. Нечасто вообще можно увидеть в западных фильмах индейца, играющего, в первую очередь, не дикаря, схватывающего пулю через полчаса после знакомства. А ведь здесь «Тот, кто говорит громко, не говоря ничего» является проводником Блейка в загробный мир, навроде священного Анубиса.

Каждая сцена, каждый выбранный режиссёром ход, музыка, жанр, чёрно-белый контраст, каждая фраза и игра слов здесь наполнены глубоким смыслом, глубокой философией. Здесь есть что-то абсурдное и от Кафки, и что-то легкое и тянучее от Дао, и просто остросоциальное от современности. Каждую фразу и мысль здесь хочется ловить, впитывать, расшифровывать по-своему и наслаждаться. А обилие загадочности и мистичности ещё долго не отпустит Вас и заставит возвращаться к этой картине снова и снова. Хотя фильм хочется гадать, но подсознательно его не хочется разгадать никогда...

10 из 10",10 из 10,10
1,4,"Другой Дикий запад, другой Депп. Это далеко не привычный вестерн с крутыми парнями, лихо управляющимися с кольтом, удачно избегающими смерти и раздавающими по пули любому, кто им будет мешать. В картине запад лишен всякой романтичности и привлекательности. О жизни здесь врядли кто-нибудь стал бы мечтать. Даже машинист называет город Machine адом. И в самом деле улицы города напоминают иллюстрации к Дантовскому «Аду». Жизнь не стоит в этом месте абсолютно ничего не стоит, в отличии от смерти которая не так уж и дорога. Оформление фильма в черно-белом лишь усиливает весь ужас местного существования. Здесь нет цветов, а значи нет и радости. Есть только обыденная серость, не  предвещающая ничего хорошего. 

Зачем же едет сюда Уильям Блэйк? Не уж то едет он сюда за богатством, счастьем и любовью? Возможно и так. Но череда событий лишает его всякого шанса на нормаьную жизнь. А быть может именно этого он и искал. Что более вероятно. Это можно предположить вспомня высказывание Клеанфа  «Ducunt volentem fata, nolentem trahunt»(желающего идти судьба ведет, нежелающего – влачит). Разве судьба влачит Блэйка? Он сам идет к «месту в котором небо и море соединяются».

О фильме можно писать много и не обязательно у каждого зрителя сложится мнение подобное вышеизложенному. В этом и есть суть картины. Она заставляет задуматься о многом, в том числе и о извечных философских вопросах. Лента бесспорно достойна называться шедевром и заслуживает наивысшей оценки.

“Momento mori”

«Some are born to sweet delight and some born to the endless night» 



10 из 10",10 из 10,10
2,6,"Началось всё с 'антимульт', в частности с серией 'Неизбежность'. Ну уж очень мне мелодия запомнилась. Копаясь в саундах к флешке, я обнаружил эту композицию под странным названием 'deadman'. И почитав не большую рецензию к фильму я понял - это то что нужно посмотреть. И готовый смотреть во все глаза я погрузился в этот психоделический, чёрно-белый путанный сон. Он не много устрашает, не много настораживает, но это больше похоже на громкое ржание коня, который проявляет эмоции, а не пытается напугать. 

Не смотря на такой размер, фильм смотрится удивительно легко. Весь фильм можно сравнить с течением реки: оно идёт медленно, плавно, бесконечно долго, не понятно откуда берущееся оно уходит в никуда. Этот фильм - маленькая жизнь. Это не жизнь бывшего не удавшегося банкира, и не жизнь псевдо поэта\убийцы. Это что-то новое, что-то другое. 

Особенно хотелось бы отметить что каждый кадр фильма на столько уместен, что из 2 часов фильма не хочется вырезать ни секунды. Чёрно-белый кошмар в аду. При просмотре в первый раз не замечаешь очень многого, как обычно следишь за сюжетом, словами, действиями, наблюдаешь поверхностную часть фильма, и только второй раз, отвлекаясь от всех 'мирских забот' начинаешь вглядывается в каждую деталь. Разговор в начале. Бессмысленные убийства животных и людей. Город Машин производит ощущение такой полнейшей дикости, что волосы Американских патриотов должны стать дыбом, поседеть и выпасть. Черепа бизонов, гробы, ссущий на улицу конь, и как финальная точка безнравственности и духовного падения: минет за углом. Добро пожаловать в настоящую дикую Америку, построенную на костях коренных жителей и местной природы.

Чёрно-белый цвет и нагнетающая музыка создаёт такую своеобразную атмосферу, которая позволяет смотреть фильм совершенно в другом восприятии, как будто без привычных очков. Саундтреки отлично слушаются отдельно (Особенно заглавная тема, которая передаёт как будто всю сущность фильма). 

Очень понравилась операторская работа, ракурсы, наезды, всё это позволяет видеть буквально глазами героев, даже если они находятся перед нами. 

И я просто в восторге от всяких нелепостей, которые добавляют в фильм какое-то сумасшествие, бессмысленность мира физических идей. 

Как и любой глубокий фильм это точно не для массового зрителя. И нужно быть очень открытым к идеям, преподносимым фильмом. А если с первых же минут сидеть зевая и ожидать экшена, крутого поворота события - то вы зря теряете время. Этот фильм как хороший табак из отличной трубки - требует основательного и не спешного просмотра. И обязательно на трёх тех, кто закашляет и не вдохнёт ни кубомиллиметра дыма этого табака, найдётся один тот, кто будет смаковать каждую затяжку...

10 из 10",10 из 10,10
3,9,"Самый умный и самый депрессивный вестерн…

Мертвец (я люблю этот фильм)

Перед нами настоящая легенда кинематографа. Этот фильм вышел в 1995 году и именно с этого фильма Россия немного начала двигаться в сторону авторского кинематографа и конечно так называемого арт-хауса. Джим Джармуш легко и просто взорвал весь кинематограф этим фильмом. Это настоящий шедевр, но только с ним произошла одна страшная вещь. Какая? Про этот фильм наговорили так много, что некоторые люди, которые не видели этот фильм, даже отказались от его просмотра. Другими словами этот фильм испортили люди, которые говорили про него отличные вещи.

Поэтому нет ничего удивительного, что появились люди, которым этот фильм не понравился. Но если на эту ситуацию посмотреть с другой стороны, то ведь в природе вообще не существует фильма, который бы любили все люди подряд. Лично я смотрел этот фильм полностью всего лишь один раз и пару раз не полностью. Лично я не считаю этот фильм своим любимым среди всех картин Джармуша. Я вообще считаю, что лучше фильма “Более странно, чем в раю” он никогда не снимал и никогда не снимет. Но я уважаю фильм “Мертвец”, потому что я знаю, как тяжело дался этот фильм Джармушу.

Вообще я считаю, что Джармуш обладает чутьем идеально подбирать актеров в свои фильмы. Конечно, в этом фильме Джонни Депп сыграл очень хорошо, но лично я хотел бы выделить больше актеров, которые были заняты на вторых ролях. Безумный Лэнс Хенриксен, гениальный Джон Херт, великий Игги Поп и легендарный Роберт Митчум. Джармуш так сильно хотел, чтобы в его фильме снялся актер с самыми грустными глазами во всем кинематографе. Роберт согласился играть, хотя уже был стареньким и Джармуш подарил ему последний шедевр. Удивительно, но Роберт переиграл в этом фильме абсолютно всех и даже Джонни Деппа. Вот что, значит, играть в одном фильме с легендой…

Вот положа руку на сердце, я могу сказать, что перед нами, возможно, самый тяжелый фильм Джармуша. В нем очень много смысла и мыслей, которые будут давить на любого зрителя. Музыка Нила Янга только усиливает этот эффект. “Мертвец” будет очень долго проходить свой путь. С ним будет рядом идти “Никто”. Ему будут попадаться разные живые люди, которые уже давно умерли, как и умер этот мир. Этот мир уничтожили люди, и уже никто не сможет его спасти. Этот фильм – одна старая притча только в новой оболочке. Этот фильм – навсегда останется в моей голове. Этот фильм – стоит выше всех оценок. Такие фильмы нужно просто знать…

Спасибо.

P.S.

Посвящается легендарному актеру с самыми грустными глазами во всем кинематографе. Роберт Митчум(1917-1997) ты был той еще “сволочью”! Спасибо тебе за это! Я не забуду…

10 из 10",10 из 10,10
4,12,"Прекрасный фильм, для всех почитателей режиссерского таланта Джима Джармуша. Суть фильма не уловить, если не знать стиля вышеуказанного Джармуша. Если честно, поначалу я сам не смог понять в чем 'изюминка' этого фильма. Но все было достаточно просто. Фильм о том, как непредсказуема человеческая судьба - сегодня ты бухгалтер, в жизни не державший в руках оружие, а завтра ты головорез, на которого ведется охота и за голову которого назначена награда.

Что касаемо фильма - черно-белые ленты всегда интригуют и обостряют чувствительность и восприятие картины. Нельзя не упомянуть Джонни Деппа, сыгравшего в картине роль Уильяма Блейка, и герой которого на протяжении всего фильма пребывает в двух пространствах - реальном и виртуальном (подсознательном), то и дело теряя сознание от пулевых ранений. Также нельзя не отметить прекрасную игру индейца 'Никто', ставшего настоящим другом герою Деппа.

Итог: фильм не 'засоренный' всяческими  Голливудскими спецэффектами и навязчивой музыкой, оставляющий приятное впечатление после его просмотра.

10 из 10

Браво Джимми!",10 из 10,10
5,13,"Пёс-призрак мне просто понравился и заставил интересоваться Джармушем. Мертвец – потряс. Мне кажется, и сейчас, спустя неделю после просмотра, я не могу вернуться в себя, к себе прежней. Что-то изменилось в моей жизни, оголились провода, искрит. Предчувствие, предопределённость. 

То, что молодой человек не жилец – нам намекают уже с самого начала, уже названием. Молодой человек – это наша западная цивилизация, до боли красивая. И ничто не может её спасти, ни шаманизм, ни религия, ни бизнес. 

Они могут лишь подготовить его к переходу на новую ступень. Фильм пронизывает ощущение  невозможности жить так, как это есть сейчас. Людоедство, наглость, распущенность, жестокосердие… 

Могут  ли помочь этой умирающей цивилизации  представители древних цивилизаций, таких как коренные индейцы Америки? Они-то знают, что такое обречённая цивилизация. Они-то знают, что то, что должно погибнуть – погибнет. 

Они, уже однажды прошедшие это, могут лишь подготовить новенького к  этому переходу, подвести его к зеркалу. 

У главного героя умерли родители. И вот должен погибнуть и он сам. Но прежде он должен увидеть истинное, жестокое лицо этого мира. И из мягкого и застенчивого очкарика превратится в прозревшего, удручённого и отчаянного человека, которому нечего терять. 

Логика – где она? Обращаешь внимание, что в развитии событий, в поведении героев будто отсутствует логика, здравый смысл. Или же они глубоко больны. Они будто бы расползаются на кусочки, как разлагающаяся плоть и разрушающееся сознание. Вспомнился Процесс  - единственное прочитанное мною из Кафки.

Необычность сюжета в том, что индеец спасающий главного героя, вовсе не выглядит просветлённым гуру, познавшим все загадки этого мира, знающий всю правду жизни. И вывод фильма не похож на обычные выводы  о том, что надо просто вернуться к истокам, вспомнить заветы предков. «Никто» - странный. Мертвец его застукал занимающимся сексом с девушкой, которая потом плюнула в него и убежала, высказав кучу каких-то претензий. И картинка индейской деревни, куда мертвец попадает в конце фильма, очень похожа на ковбойский городок – те же безрадостные выражения лиц, те же черепа животных. Всем этим автор будто показывает, что и у индейцев, несмотря на их древние оккультные знания и сверхъестественные возможности «тоже всё не так, всё не так, ребята». 

Становится понятно, что пёс-призрак, это продолжение размышлений Джармуша о мировоззренческой основе цивилизации, его попытка найти такую основу, которая позволила бы устроить гармоничную жизнь, исцелить этот мир. И мы видим пока что невозможность найти её. Автор испробует сначала древнюю индейскую религию майя, но безуспешно, она не воскресила нашего мертвеца. Как и древний самурайский кодекс привёл Пса-призрака в тупик.

Но вот странное дело: несмотря на неудачу гениальных попыток Джармуша найти ту самую основу жизни.. - всё это вселяет предчувствие и веру в то, что «кто ищет, тот всегда найдёт». И радость от того, что такие люди – есть. 

Одна только слабая улыбка «мертвеца» Джонни Деппа, глядящего как Нободи, будто малый ребёнок, надевает его очки  - кажется, единственная улыбка, встретившаяся мне на протяжении обеих фильмов  - позволяет верить, что надежда есть. 

10 из 10

Оба фильма дарят ощущение того, что там, за пределами смерти что-то есть. Что-то истинное и самое важное, что никак не могут найти герои… Но рано или поздно, они обретут это, и уж точно - после смерти это произойдёт обязательно. И в следующей жизни.",10 из 10,10
6,14,"Один из любимых моих фильмов.

Уильям Блейк, приехав в город Машин устраиваться на работу, видит на улицах черепа, шкуры животных. Ту же картину он увидит и в индейском селении. Нет никакого прогресса. Все, что присуще 'дикарям', не чуждо и 'цивилизованным' людям. 

Девушка... Ее бывший хотел уже уйти, но она не подумав высказала о нем свое мнение, сталкивая тем самым его с Уильямом. А потом сама же и бросилась под пулю, чтоб Блейка спасти. Типичное женское поведение.

Индеец - Светлая половина души.

Погоня - ее Темная сторона(негр - олицетворение раба, болтун - олицетворение праздности, безделья и людоед - олицетворение жестокости). Во время путешествия и определенных действий, которые совершает Уильям Блейк (убийство трех шкуродеров, владельца лавки, полицейских) исчезают и преследователи. Сначала раб, затем болтун.

В конце концов остается людоед и индеец. Со смертью Уильяма Блейка и они исчезают (убивают друг друга). 

В фильме огромное количество и других метафор, аллегорий и прочего. Всего и не перечислишь. 

Плюс трек, операторская работа. Короче

10 из 10",10 из 10,10
7,17,"Один из самых загадочных и трудносчитываемых фильмов нашего времени. Хотя сказать, что нашего - немного покривить душой, все-таки со времени выпуска 'Мертвеца' прошло уже пятнадцать лет. Но за это время фильм Джима Джармуша обрел массу поклонников и почитателей, неутомимо подбирающих к нему самые разнообразные ключи, начиная с творчества английского поэта Уильяма Блейка, заканчивая колониальной историей Соединенных Штатов Америки.

'Мертвец' однозначно достоин самого пристального внимания, а уж если на то  пошло, то контент-анализа, покадрового разбора и фрагментации каждой сцены. Но вряд ли я на это способен. Джим Джармуш много сил и денег вложил в этот проект, что сразу же бросается в глаза. Чего стоит только роль Джонни Деппа, отточено здесь сыгранная. Конечно, 'Мертвец' снимался еще до 'Пиратов Карибских морей' и такого фанатизма по чернобровому красавчику еще не было, но и Джармуш до этого не работал с топовыми голливудскими актерами. То, что Деппу приглянулся сценарий 'Мертвеца' вполне логично и объяснимо. Его всегда привлекали необычные, характерные роли. Уильям Блейк - это персонаж, брошенный в параллельный метафизический мир Дикого Запада, которому предстоит пройти множество метаморфоз, чтобы превратиться из скромного бухгалтера в возмужалого головореза под предводительством придурковатого индейца, который косит под Дона Хуана, но в отличие от него несет полнейшую белиберду. Впрочем, для Уильяма Блейка этого оказывается достаточно, чтобы измениться.

Поверхностный взгляд в 'Мертвеце' сразу вылавливает абсурдность и специфический юмор. Это уже не те героические вестерны тридцатых-сороковых годов, хотя начинается фильм идентично. Прежде всего, отличие кроется в целевом персонаже. Ковбои уходят на второй план, а героями становятся краснокожие, обучающие бледнолицего как надо жить. Более того, они в бледнолицем видят не опасного человека с ружьем, а ни много ни мало покойного поэта Уильяма Блейка, с творчеством которого индеец никто познакомился, будучи экспонатом в Великобритании. И если мертвец сошел на землю, то надо его с почестями спровадить обратно в мир иной. Этот конфуз становится для бухгалтера Блейка  толчком к инициации и постижению высших материй. Из юмора вырастает кастанедовская притча о силе и духе. Остается спорным вопрос, стал ли герой лучше, по недоразумению превратившись в убийцу?

Это путешествие к смерти. Великое путешествие незначительного парня, приобщившегося к тайнам индейцев Северной Америки, и разорвавшего все связи с прошлым миром (а умирает духовно он в тот момент, когда в него стреляет жених случайной любовницы), который в итоге становится достоин своего героического тезки. Путешествие человека, сбежавшего из тупика, индустриального мира Машин к обширному потустороннему миру. 

'Мертвец' соткан из идеально выставленных черно-белых кадров и загадочной философии режиссера, холодной игры Деппа и гитарных аккордов. Этот фильм сразу же заявляет о своей значимости, но до подлинной ее сути зрителю предстоит еще докопаться. В эстетическом и визуальном плане картина Джармуша на высоте.  Она гипнотизирует, смешит и озадачивает одновременно. С ней невозможно не считаться, ведь ее загадочный мир и впредь будет привлекать к себе множество зрителей.

8 из 10",8 из 10,8
8,19,"В чем разница между мертвым и живым? С мертвым не поболтаешь. Так что лучше не путешествовать с мертвецом.

Уильям Блейк слоняется по миру в полной уверенности, что он - бухгалтер. У него даже есть специальные бумажки и достаточно гордости, чтобы это подтвердить. Дойдя до ручки, спустившись в пекло ада, где невозможно даже пройтись по улице без испарины на лбу, он встречает девушку. 

All you need is love, как поется в известной песне. Но фильм рассказывает о том, сколько помимо того нужно пройти и сделать, сколько филистимлян перестрелять, грехов искупить, чтобы начать жить. 

Самые, на мой взгляд, сильные моменты: 

1) Уильям Блейк бродит по полянке и зовет. Никто ему не отвечает. Он справляет нужду и внезапно видит дерево.

2) Еле тащится по деревне и затем умирает. Внезапно видит людей.

3) Плывет в лодке и не движется. Видит все.

Реплики в фильме (подобному человеку в жизни, кстати) играют гораздо большую роль, нежели соответствие ситуации. Первый раз смотреть было скучно, действие разворачивается медленно. Только через годы поняла - смотреть вообще не нужно. Смотреть и воспринимать - разные вещи.

А кино как раз об этом. Гениальное кино.

10 из 10",10 из 10,10
9,20,"Ну начну с того, что этот фильм стал одним из моих любимых, и одним из немногих, после которых я плакала! Тому, кто понял его, он не понравиться не может! Тому, кто не понял, покажется бредом. Лично я пересмотрела несколько раз, пока поняла всё то, о чём напишу ниже.

Герой изначально мёртвый, но он не понимает этого. Если обратить внимание, когда он едет в поезде: меняются люди, но вид из окна неизменен. Поезд - это своеобразная переправа покойных. Город Машин, куда прибывает герой, это чистилище. Гробы на улицах, грязь, жуткие лица людей... Он хочет наняться на работу, но рабочих там и так хватает. У него другое предназначение. Женщина, с которой он познакомился была проституткой, но как только она стала лучше (стала зарабатывать продажей цветов) она стала там не нужна. Она умирает, освобождается, и с неба падает звезда.

Далее показываются скитания героя. Он не помнит ни своего имени, ни своей профессии. А кто может объяснить человеку, кто он есть на самом деле, и что ему нужно? Правильно. Никто! Вот он и встречает этого Никто. Обратите внимание, он скитается по лесам ровно 3 дня (что и нужно покойнику, чтоб уйти на тот свет). За ним, чтоб его убить, посылают жуткого персонажа. Воплощения ужаса, демона смерти. С героями в лесу происходит много событий, каждый из них означает определённый этап его погибели, перехода в иной мир. К примеру, оленёнок, это своеобразное причащение к смерти. Он обнял его и заснул вместе с ним, как бы ощутил некое единение, что-то родственное... В этом фильме нет ни одной лишней сцены! Всё важно. Всё символично. Всё несёт за собой смысл.

В итоге индеец отправляет его в море с иконой на груди. Лодка - гроб, море - могила... Жутко... я ревела...

И наконец, эпиграф 'предпочтительно не путешествовать с мертвецом'. Индеец Никто сопровождал мертвеца весь фильм и в результате разделил его участь. Он погибает от руки демона, в то время, как герой уходит на лодке в свой последний путь.

Музыка пробирает просто. У меня в голове ещё часа два после просмотра звучало это мрачное бряньконье гитары. Нил Янг очень попал в настроение фильма. 

Игра Джонни Деппа... что говорить? Это одна из лучших его ролей! 

Фильм - шедевр! Его просто нужно понять..

Смотреть всем-всем-всем!!!

10 из 10",10 из 10,10
