,index,text,text_rating,rating
0,0,"Достаточно неплохо для своего времени, но…

Во-первых: как и почти все экранизации, фильм сильно уступает книге. Не считаю себя большим поклонником Дина Кунца, да и читал его не так много, но роман «Фантомы» надолго остался в памяти пятнадцатилетнего подростка, чего нельзя сказать о фильме. Такое ощущение, что в фильме собраны кусочки книги, кое-как связанные между собой, понятно, что невозможно перенести всю книгу на экран без потери в качестве, но можно было хотя бы попытаться, тем более что автор романа лично писал сценарий.

Во-вторых, фильм я посмотрел почти через 15 лет после его выхода на экран. Конечно, нельзя его сравнивать с современными творениями кинематографа с их спецэффектами за миллионы долларов, но ведь картинка то и не подвела, общую пугающую атмосферу опустевшего города, хранящую в себе какие-то ужасающие тайны, кое-как удалось передать зрителям, да и главный монстр картины получился неплохим для своего времени. Но, это все что удалось. Во время просмотра, кажется, что попал на спектакль четвероклассников! Актерская игра ниже среднего, натянутые эмоции главных героев преследуют до последней минуты, и ведь нельзя сказать, что это дебютные роли актеров.

В общем, начало фильма было интригующим: мертвая тишина в городе, опустевшие улицы покрытые туманом, вся эта нагнетающая атмосфера давала надежду увидеть качественный мистический триллер, но начались действия, и стало скучно…

4 из 10

Только из уважения к книге.",4 из 10,4
1,1,"Понятия не имею, действительно ли книга 'Фантомы' лучше одноименного фильма, поскольку такую литературу не читаю, но так как сценарий написал автор книги Дин Кунц, видимо именно на нем в первую очередь ответственность за низкое качество этого фильма. Сценарий, мягко говоря, не очень: никакие герои (все, от вялого шерифа и девицы, про которую есть намеки на то ли алкогольную зависимость, то ли еще какие-то непонятные проблемы, до ученого, который изучает неизвестно что), отсутствие логики и последовательности в изложении (к чему эти головы в духовке и отрезанные руки на столе?), диалоги не несут никакой смысловой или эмоциональной нагрузки. Отдельно стоит упомянуть невозможную отстойность истории шерифа, убившего когда-то ребенка и мучающегося угрызениями совести, в конце он встречается лицом к лицу со своим комплексом вины и побеждает его. Все это обыграно настолько примитивно и схематично, насколько это вообще возможно.

Также несомненно 'постарался' оператор. Снято ужасно, дешево, отвратительно поставлен свет.

Очень жаль, что весьма уважаемый мной Лив Шрайбер засветился в этом недостойном зрелище.

3 из 10",3 из 10,3
2,3,"Ох и любитель некий Джо Чаппелль (на самом деле режиссёр) ставить фильмы ужасов, хотя может так судьба у него сложилась, но первым опытом у него стали очередные серии знаменитых страшных франшиз 'Хэллоуин' (6-я часть) и 'Восставший из ада' (4-я по счёту), а затем его позвали снимать полноценное, не сиквельное кино, под названием 'Фантомы', основой к сюжету которого стал роман успешного писателя в жанре ужаса Дин Р. Кунтц, правда ни единое из его произведений не стало узнаваемой экранизацией. Тут заметен был риск: неизвестный режиссёр, литератор с неудачами в кинематографе, как тут сделать что-то серьёзное? Надежда была мала и, увы, она не воплотилась.

Зато в руках Джо Чаппелля был очень хороший актёрский ансамбль. На то время великий Питер О’Тул был уже заслуженным актёром, его участие в 'Фантомах', в явном представителе картин категории 'Б', означало только то, что он ещё хочет чувствовать себя перед камерой, но в большие проекты, из-за возраста, его не зовут. Питер О’Тул выступил каким-то учителем для остальных актёров, он никак не признавался большим учёным (персонаж его по фильму), хотя, надо сказать, мудрость его ощущалась.

Самым же удивительным было присутствие в такой картине Бена Эффлека, который еле-еле высматривался из второстепенных персонажей, а безэмоциональная игра делала его кем-то вроде статиста. В главной же роли присутствует Роуз МакГоун, ставшая узнаваемой после роли ведьмы в ремейке 'Конана', а тогда она - начинающая актриса. После этой картины с трудом можно было сказать, что она подаёт надежды, потому что и у неё лишь изредка дрожали мускулы, а напомню, что 'Фантомы' - это фильм ужасов! Если честно, то даже Лив Шрайбер понравился больше, тем более, что его персонаж успеет интерпретироваться от добра к злу.

Отсутствие должного напряжения в картине - это огромнейший минус фильму данного жанра. А когда ещё и актёры не демонстрируют того, что в воздухе витает накал страстей (не будем ещё и забывать, что американцы очень любят спасать наш бренный мир, что они сделают и в 'Фантомах'), так вообще всё очень угрюмым кажется, неестественным, безосновательным. Вообще тут огромный ещё вопрос - почему 'Фантомы', что это за множественное число и к чему оно относится? Осью зла в этой картине является нечто, выбравшееся из недр земли и почему-то заставляет всех написать новое Евангелие. Но если это демон, то почему оно такое несуразное, аморфное? Если это инопланетное создание, то причём тут отсылка к Библии? Вопросы есть, на которые ответов картина не даст.

Слабое и бесславное кино, я даже поклонникам Бена Эффлека не могу его рекомендовать, потому что сей актёр там как серая мышка. Куча нестыковок, отсутствие логики, должного жанру саспенса превратили картину в бесформенную субстанцию. Советую отказаться от просмотра.

3 из 10",3 из 10,3
3,4,"«Золотая молодежь», 

Великобритания, 2003, реж. Стивен Фрай

Большую часть фильма мне почему-то казалось, что события происходят в 10-20-х гг. ХХ века. Слишком богемно, со всеми сопутствующими атрибутами: гомосексуалисты и бисексуалы, алкоголь и наркотики, психиатрические клиники, гламурные актрисы, непризнанные гении поэты и писатели. Ну, настоящая эпоха джаза 1920-х (в фильме рефреном звучит рэгтайм) и настоящее «потерянное поколение», которое описано в романах Фицжеральда. Однако то, что было органично, как в романах Фицжеральда в 20-х, смотрится совершенно притянутым за уши, когда выясняется, что все события фильма происходят в конце 30-х гг. В 1939 начинается Вторая мировая война и главный герой уходит на фронт. 

Да и само времяпрепровождение «золотой молодежи» по фильму такое однообразное и скучное, что все это очень скоро превращается в тягомотное, затянутое и слишком вычурное (что отдает режиссерским ученичеством) повествование о бесконечных «развлечениях» главных героев. Причем, нет здесь ни драматизма, ни глубины разочарования, ни тоски, ни даже скуки. Вроде бы по сюжету все это должно иметь место, но выразить это ни режиссеру, ни актерам явно не удалось.

Хронометраж фильма затянут. Две трети повествования главные герои проводят в однообразных так называемых развлечениях. К концу фильма видно, что устали не только сами герои и актеры, их играющие, но еще и зритель. Скучно и очень по-английски. Сцены юмористического плана, если и задумывались авторами фильма, явно оказались провальными: не смешно вообще. Не спасает даже Питер О’Тул в роли эдакого английского Плюшкина. Драматизм, опять же если он задумывался, также не получился. Концовка, которая должна была все исправить, оказалась неорганичной, вовсе не вытекающей из всего предшествующего. Концовка живет своей собственной жизнью и просто механически приклеена к остальному повествованию. 

Затянуто и скучно. Слоган фильма: «Секс. Скандалы. Знаменитости. Это вечные ценности» и тот не оправдал ожиданий. Ни секса, ни знаменитостей.

4 из 10",4 из 10,4
4,5,"Фильм неоднозначный. После просмотра я долго размышлял, куда создатели  вложили тут 160 млн. условных единиц. Боевые действия не настолько масштабны, поселений не так уж много, да притом они небольшие, а компьютерный кораблик во время шторма смотрится нелепо. Может, гонорар Бандераса был просто огромным? Вроде бы нет.

Итак, фильм. Сам по себе он неплох-он не для тех, кто любит массовые баталии или захватывающие приключенческие фильмы. В чём-то это поучающее кино. Ведь в нём поэт, философ (Бандерас) по-настоящему становится мужчиной. Он не раз спасает своих товарищей благодаря своему уму, изобретательности. Но помимо этого он стал и настоящим воином.

Актёрская игра меня не особо впечатлила, как и саундтрек-он здесь именно такой, какой должен быть, но ничего особого не приносит. Антонио как всегда обаятелен, за его героем интересно наблюдать.

В итоге, единственный вопрос, который остаётся в душе после просмотра-зачем создатели вломили в проект такую баснословную сумму? Ведь практически очевидно, что кассовые сборы не окупили бы бюджет.

6 из 10",6 из 10,6
5,8,"Самый известный фильм с участием Барбры Стрейзанд (только что узнал, что её имя вовсе не БарбАра, а Барбра – таким престранным финтом ушами она ещё в самом начале своей карьеры решила 'выделиться из толпы').

'Смешная девчонка', вопреки моим ожиданиям, вовсе не является легкомысленной комедией о похождениях развесёлой дурнушки - это почти эпическая музыкальная мелодрама-байопик продолжительностью в два с лишним часа. Для начала, пройдёмся вкратце по более-менее приближенной к реальности истории создания ленты и событиям, о которых она повествует:

Фанни Брайс (урождённая Фания Борач) родилась третьим ребёнком в семье венгерских евреев, владевших довольно прибыльным салуном. Её заметил известный нью-йорксий конферансье Флоренз Зигфелд и пригласил в своё бродвейское шоу «Безумства Зигфелда». В 1911 году во время гастролей Фанни познакомилась с парикмахером Франком Уайтом и вышла за него замуж. Брак продолжался всего несколько дней. Её вторым мужем стал профессиональный игрок Никки Арнстин. До их брака Ник 14 месяцев провёл в тюрьме, где Фанни его навещала каждую неделю. В 1919 году они поженились и были вместе 5 лет. В 1924 году Арнстин был задержан в связи с воровством на Уолл-стрит. Брайс настаивала на его невиновности и с большими тратами для себя оплачивала его адвокатов. Ник всё же был осуждён и приговорён к трём годам заключения. Выпущенный в 1927 году, Ник Арнстин исчез из жизни Фанни и их двоих детей. Брайс неохотно, но всё же согласилась на развод.

Я не так уж против перевераний истории. В конце концов, на то оно и искусство - доносит до людей не реальность (ибо кому она нужна?), а чувства, или ещё лучше - эмоции. Но Изобель Леннарт, будучи, что очевидно женщиной, состряпала из реальной довольно интересной истории банальный даже не водевиль, а просто мыльную оперу. И этим персонажам невозможно верить. Над ними и смеяться оттого тяжело. Потому что смеяться и сопереживать хочется героям, с которыми ты можешь себя соотнести - а соотнести себя с этими нелепыми напыщенными бразильскими инсинуациями заоблачно-младенческой лицемерной невинности практически невозможно. Хотя, опять же – домохозяйкам и благородным девицам нравится. И фильм в итоге – чисто женский, причём в худшем значении данного слова.

Барбра Стрейзанд ещё в 1964-ом году исполняла роль Фанни Брайс на Бродвейской сцене – так что её участие в кинофильме вовсе не было спонтанной неожиданностью. Как в фильм попал Омар Шариф – не знаю, но в эпоху обострившихся арабо-израильских отношений очень даже забавно наблюдать экранную показную «амур» между еврейкой и арабом (пусть даже сам Ник Арнстин был на самом деле евреем).

Фильм ооочень длинный. Но его продолжительность не вознаграждается. Ибо сюжет идёт, да, но идёт в никуда. Спустя 7 лет было снято продолжение истории голосистой страшилки Фанни Брайс под названием «Смешная леди», и фильм не то чтобы провалился в прокате, но слюни по нему уже пускались не так активно. Срежиссировал сиквел кстати Герберт Росс – постановщик танцевальных номеров для первого фильма. Кстати говоря, а кто поставил то «Смешную девчонку»?

На режиссерское кресло рассматривались Майк Николс (отличный режиссер, если конечно подвернется хороший сценарий) и Джордж Рой Хилл (отличный режиссер, если конечно подвернется хороший сценарий). Затем фильм начал снимать Сидни Люмет (очень спорный товарищ), но спустя 6 месяцев покинул проект по причине «творческих разногласий». И лишь тогда продюсер Рэй Старк позвал классика Голливуда – глохнущего 66-летнего еврея Уильяма Уайлера. Ну а что – глухому Бетховену писать симфонии можно, а глухому Уайлеру мюзиклы ставить значит нельзя?

Да, именно с мюзиклом Уайлер справился на удивление лучше всего. Если хоть что-то и спасает фильм (на самом деле нет) то это песни в исполнении Стрейзенд. Ну что-то же она должна уметь – думал я. Да, она действительно умеет петь. Играть ей, безусловно, противопоказано. Зато голос и манера вокала – впечатляют. Но для 155 минут экранного времени 5 поп-песенок честно говоря недостаточно. 

Сценарий по-женски слаб и невразумителен. Бесцелен, неинтересен и даже безыдеен. 

Актёрская игра – никакая. Стрейзанд так на всю жизнь и застряла в роли «смешной девчонки». Но что ещё сильнее раздражает – так это смещение акцентов, когда ты забываешь что смотришь «типа» байопик, и кажется что перед тобой сильно затянутая реклама Стрейзанд в исполнении Стрейзанд. Почему то, «Человек на луне» Милоша Формана не воспринимается саморекламой Джима Кэрри (надо заметить, что к Кэрри я отношусь пусть и лучше чем к Стрейзанд, но поклонником его таланта не являюсь). Там была настоящая человеческая драма. А тут – девчачье чтиво в розовой обложке. Эдакое универсальное успокоение-подбадривание для «гадких утят» - «Да я не красотка! Но зато сколько во мне таланта! Сколько индивидуальности! Сколько энергии! Сколько позитива! Ох, сколько же во мне таланта! А будь я красоткой – ну и что, все могут быть красотками! А я такая – одна». Отчасти, это перефразированные слова самой Стрейзанд. 

Продюсер Рэй Старк не прогадал, сделав ставку на бедную страшненькую, поднимающуюся до небес. Ведь по статистике некрасивых девушек куда больше чем «шэрон-строунов». Значит, и касса будет больше. А то что сценарий бред сивой кобылы (ничего личного, Изобель, ничего личного) им плевать – главное трогательно, иногда смешно, пристойно, высокоморально и сентиментально. А что ещё нужно людям для счастья?

3 из 10",3 из 10,3
6,9,"По гористой местности на белом коне скачет Антонио Бандерас, замыкая строй из 13-ти смельчаков, отправившихся на войну с неведомым противником. Бандерас коротко по-современному стрижен (когда он снимет свой головной убор, это будет видно), совсем не загорелый, да и поверить, глядя на нашего Антонио, что он араб наверное может тот, кто их никогда не видел. Уж не знаю, Морган Фриман и то больший араб, чем наш Антонио.

Его 12-ть соратников тоже этим 'страдают'. У них у всех, как на подбор, современные лица. Сказать, что это представители 'северного народа', язык не поворачивается. Если бы они все (включая Бандераса) были путешественниками во времени, то да, их образы сработали, но нет же, нас пытаются убедить в том, что это именно северяне. Плюс ко всему светловолосый воин очень напоминает Джонни Деппа, когда улыбается, а вождь вообще похож на румынского князя тьмы из 'Охотников за приведениями-2'. Не стоит говорить о том, что остальные актёры и массовка такие же северяне, как Бандерас - араб. Единственный, кто похож на свой образ, так это Омар Шариф, ненадолго появляющийся в фильме. Будь он подольше не экране, может быть это и спасло всё дело.

К другим существенным минусам отнесу темное изображение и монтаж. Поскольку какая-то часть действа происходит в темноте, по идее не смотря на этот фактор, мы должны были всё увидеть. Но нет. Иногда изображение настолько тёмное, что ну, просто хоть глаз коли, но понять, что происходит можно, но не всегда. И тут сразу всплывает монтаж. Когда действо спокойно - нормально, но когда батальные сцены, да ещё в темноте - пиши пропало. Уследить, а тем более запомнить, кто кого зарубил, практически невозможно.

Сами батальные сцены не отличаются продолжительностью. Они происходят также, как в 'Железном Человеке-2': только настраиваешься на махач, как он нелепо заканчивается.

Прибавим к этому необъяснимый финал, и получаем

2 из 10

Сказка для младшего школьного возраста.",2 из 10,2
7,11,"Интеллектуальная арабская лапочка Ахмед Ибн Фахладин (Бандерас) за какие-то там любовные прегрешения ссылается посланником к брутальным хамоватым викингам. Те хоть и мужланы, но воины знатные, а тут еще на их деревню какие-то выродки в звериных шкурах систематически нападают. И могут их остановить лишь тринадцать воинов, и один из них должен быть обязательно не христианин, т.е. наш арабушка Ахмед. Тот факт, что сами викинги были не христианами, американским сценаристам, понятное дело, неизвестно, впрочем, чего это я к мелочам придираюсь? Все последующее время Ахмед в компании белокурого Биовульфа (Кулич) и его викингов с кем-то борются, куда-то лезут и что-то говорят… 

Киношка, мягко говоря, специфическая. Однако бывают и хуже, намного хуже. Но смущает другое. Бюджет фильма составил 160 миллионов долларов + 25 миллионов на маркетинг! Куда эти деньги можно было потратить, ума не приложу. На первую часть «Властелина колец» в два раза меньше потратили и в каждой сцене видно, куда миллионы пошли. Здесь этого бюджета даже близко узреть не получается…

Джон МакТирнан снимает редко, но очень и очень метко. «Хищник», «Крепкий орешек», «Охота за «Красным октябрем», «Последний киногерой» «Афера Томаса Крауна» - это все он. Согласитесь, более чем знаковые фильмы. Майкл Крайтон еще меньше снимает, ну так он в основном написанием сценариев на хлеб зарабатывает. Режиссерский дуэт, как видим, достойный, вот только свои лучшие работы они оставили на рубеже восьмидесятых-девяностых… Актеры. Ну, Бандерас, да, голливудская топ-звезда. Его можно не любить, им можно не восторгаться, но актер он очень дорогой и, скажем, миллионов 10 гонорара мог отхватить. А остальные-то кто? Более десяти лет уже прошло, а ни одно имя всех этих куличей да хауссерманнов так и не всплыло. Сюжет фильма невероятно запутан, тягуч и, в конце концов, становится просто непонятным. Декорации в фильме незначительны (этакая деревушка-павильон каких на «Мосфильме» хватает), батальные сцены практически отсутствуют, массовки до одурения маленькие, спецэффекты ограничиваются полетом зажженных стрел… Мое воображение бессильно представить, куда можно было влепить здесь такие деньги. Ну, двадцать, ну черт дери, тридцать миллионов, но не 160 же. 

Впрочем, не в затраченных деньгах проблема, а в итоговом результате. А он здесь сомнительный. История показала, что в мире большого кино «13 воину» места не нашлось.

5.5 из 10",5 из 10,5
8,12,"На удивление слабый фильм, если учесть, что снял его небезызвестный Джон МакТирнан. Конечно, у него есть свои достоинства: атмосфера, декорации, местами неплохие пейзажи и интересные диалоги.

Недостатков, на первый взгляд, мало, но все они довольно существенны. Во-первых, из всех пресловутых тринадцати воинов от силы трое, включая главного героя, были хоть как-то раскрыты. За весь фильм мы мало что узнаем о характере героев и об их отношениях между собой, а потому они для нас останутся безликими статистами, на приключения которых, по большому счёту, наплевать. Романтическая линия раскрывается в паре коротких диалогов, во время одного из которых девушка смазывает расцарапанное лицо героя коровьей мочой, чтобы предотвратить заражение.

Второй большой недостаток - постановка сражений. Очевидно, что если на постере фильма герой в кольчуге и при мече, в названии слово 'воин', а в рейтинге буква 'R', мы имеем полное право ожидать от фильма качественного экшена. Но оправдаться этим ожиданиям не суждено: все крупные битвы будут происходить в темноте, или же в условиях недостаточной видимости, так что о зрелищности говорить не приходится. Усугубляет ситуацию невнятный монтаж. В итоге, совершенно непонятно, кого из героев убивают, а кто пока ещё продолжает сражаться. К счастью, как я уже упомянул, это не так уж важно, ведь почти все они - скучные статисты.

Третий пункт - глупость и сценарные допущения. Главный герой изучает абсолютно чужой язык за одну сцену, просто слушая речь его носителей, без какой-либо посторонней помощи. Овладеть тяжёлым мечом северных воинов - задача уже посложнее, но и тут герой находит выход: он идёт к кузнецу, и возвращается от него уже с привычной для себя восточной саблей. Что это было?! Он за пару минут научил кузнеца ковать совершенно незнакомое ему оружие? Или выковал его сам, будучи, напомню, поэтом?

Подводя итог, посмотреть фильм можно, если хочется просто отключить мозг и погрузится в атмосферное псевдоисторическое псевдофентези. Но после просмотра может возникнуть чувство недоумения и сожаление о потраченном времени.

5 из 10",5 из 10,5
9,14,"Смешная девчонка - фильм о том, как гадкий утенок достигает успеха. Вроде бы ничего, хорошая тема. Да вот утенок-то не просто добивается высот, он делает стремительную карьеру, при чем непонятно совершенно, за какие такие такие заслуги. Бедная провинциальная девушка, не особо одаренная внешними данными (Стрейзанд - она такая), в один миг превращается из одержимой навязчивой идеей прославиться бездарности, мнящей себя великой актрисой, в таки актрису, исполнительницу главных ролей козырного театра. К тому же она якобы шикарно поет (судите сами). 

На первом своем серьезном выступлении (напомню, она мечтала о нем все жизнь) девица позволяет себе 'пошутить', на свое усмотрение поменяв сценарий пьесы прямо во время  представления... ну не нравилась ей эта сцена. По логике должны ее уволить - ан нет! Публике понравилось! Похоже, любое действие, делаемое героем американских фильмов на сцене, вызывает у зрителей неподдельный восторг.

Что еще примечательно - утенок не превращается в лебедя - вот вам разрыв шаблона. Он просто более аккуратно причесывается и наносит макияж. В этом, видимо, следует усмотреть подачу надежды таким вот не очень привлекательным девушкам. Я не против, но не так ведь банально! Жизнь героини идет как по маслу. Она делает нелепости - они оборачиваются к лучшему. Ну не бывает так. Любой, попробующий повторить действия Фанни, рискует потерять работу и доверие.

Только в завершение фильма появляется у девушки проблема, не буду писать, какая, ибо не собираюсь раскрывать сценарий полностью. Кто-то найдет в этом фильме что-то хорошее, светлое, вечное - тому свидетельство - довольно высокий рейтинг фильма. Так что не буду отговаривать от просмотра, я только высказал свое мнение.

4 из 10",4 из 10,4
