,index,text,text_rating,rating
0,0,"После просмотра этого шедевра я окончательно вычеркнул Спилберга из списка великих режиссеров. Не понимаю, как автор третьесортного и морально устаревшего приключенческого боевика про Индиану Джонса мог возглавлять жюри Каннского фестиваля в 2013 году! Туда же везут арт-хаус и киноискусство, а не ширпотреб!

Больше всего четвертый Индиан напоминал 'Утиные Истории' студии 'Диснея'. Ощущения после просмотра - те же. Только получасовую серию растянули до 2-х часов, щедро наполнив пустоту сюжета компьютерными эффектами. Подростку, возможно, фильм и покажется невероятно интересным: клады, летающие тарелки, инопланетяне, тайные карты, джунгли - приключенческий компот из штампов времен Жюля Верна и обрывков попсовой философии нью-эйдж. Однако, если на рубеже 80-90-х гг. прошлого века в мультфильмах это и было уместно, то сейчас... Я думал, этот жанр приключений давно умер. Сразу после Лары Крофт, расхитительницы гробниц. Но сейчас я вижу, что 'утиные истории' глубоко засели в голове у Спилберга.

Честно говоря, это диагноз. В свете четвертого Индиана становится понятно, почему, например, в 'Супер 8' главными героями Спилберг сделал детей. Подростки с камерой - это проекция его сознания. Взрослым зрителям он уже мало что может рассказать, увы... 'Дисней' по нему плачет! 

4 из 10",4 из 10,4
1,3,"Если б я не знал истории и физики на уровне школьного курса, то смотрел бы этот фильм с открытым ртом – от удовольствия и от недожёванного попкорна. Но школа оставила свой след. Ну, а о том, что происходит в мире, тоже имею некоторое представление. 

В мировой истории от волосатой руки дяди Сэма давно уже смердит так, что хоть топор вешай. Зато американская киноистория с бесстыжим упорством являет миру пафосно-героический, богатырско-патриотический и псевдоисторический образ обычного американца, который за мир во всём мире замочит любое зло на планете и за ее пределами. Причём трактовка этого зла весьма условна. Любые политические действия Америки – очень грязные и не очень - тут же поливаются парфюмом голливудского розлива. Это к слову.

Индиана Джонс (далее – ИД). На пол-ставки – профессор археологии, на пол-ставки – супергерой. Образ понятен, но всё же зацепила очень многих старая трилогия, в которой удачно переплелось всё: выдержанные сюжетные линии, приключения, оккультизм, загадки и великие тайны прошлого, стремительный экшн, война, любовь, дружба и предательство, ну, и приличная доза хорошего юмора. То и дело обламывая харизматичных негодяев-нацистов, являвших собой очевидное зло, ИД стал интернациональным героем, причем не только в бывшем СССР. Худо-бедно имелись в тех фильмах некие идеалы: история не продается, богу богово, а те, кто желает погреть руки за чужой счет, получат шиш в лучшем случае.

И вот четвертая часть. Только на этот раз враги – агенты СССР, пришедшие на смену эсэсовцам из прежних серий. Коммуняки-подлецы, зловещие и коварные, которые попёрли против благородных идеалов и ценностей великой и свободной Америки. Измусоленная тема, согласитесь. Главная редиска Ирина Шпалько, мало уступающая в наградах Брежневу и ведомая рукой вражины Сталина, настолько смешна и нелепа, что возникло желание плюнуть в экран. Между прочим, Сталин четыре года как умер на тот момент, но кого это волнует? По фильму бестолковые русские Иваны, не сумев пристрелить ИД на секретной базе в Штатах, следуют за ним в Перу, нарядившись в национальную военную форму и прихватив с собой балалайки. Для полноты образа не хватило медведей на коньках, 'Беломора' с русской водкой да красного знамени в стане врага. Генри Форд говорит там: «Пошел ты!» и далее: «Извиняюсь… Пошел ты, товарищ!».

Что тут скажешь? Подрастающее поколение американцев воспитывается на голливудских фильмах интересной направленности. СССР (почти тождественный России) позиционируется как враг. Плоды пожинать будем в будущем.

С историей вышла лажа, с физикой – не лучше. Два примера. Взрыв ядрёной бомбы, когда ИД в подлежащем уничтожению городке залазит в холодильник. Манекены в городке сгорают, дома разлетаются в щепки; как реактивный снаряд, на бешеной скорости пролетает холодильник с ИД, за которым едва успевает невидимый ангел-хранитель. Но всё же успевает, поскольку Джонс вываливается из своего саркофага цел-невредим с едва примятой шляпой на голове. Ни сильнейшая доза гамма-излучения, ни зверские удары кувыркавшегося по земле холодильника не страшны пожилому каскадёру-чернобыльцу.

Столь же реалистично выглядит сцена, где супер-валочная машина на бешенной скорости рубит в щепки лес, а за ней, как на автобане, устроили погоню главный герой и главная редиска. Лукасу стоило бы узнать для начала, что такое механизированная валка леса, и что после нее бывает. Хорошо еще, море не перешли аки посуху, приделав на капоте мега-вентилятор. По-другому никак нельзя было? А зачем? Фильм рассчитан на американцев, а у них такие вопросы не возникают. Один неописуемый восторг: щас мы надерём коммунистам задницу! Вау! Е!

Я начинаю всё больше верить Задорнову. Совершенно определенно, это не тот Индиана Джонс, который хотелось бы увидеть. Американский кино-Мак-Дональдс выпустил очередной недешевый фастфуд. Хотите – смотрите. И не выкидывайте старые холодильники: чем чёрт не шутит.

Баллы – 4 из 10",4 из 10,4
2,4,"Вот я вчера, наконец, посмотрел «Новый Шедевр Мирового Кинематографа», то бишь «Индиана Джонс и Дом хрустальной черепушки». До сих пор не могу отойти от ужаса, увиденного мной, как будто приснился дурной сон, и я толком не проснулся. 

Изначально, когда услышал о съемках этой картины, я решил, что это очередная «утка», потом это оказалось явью, и, судя по описанию сюжета, я решил, что это полный бред и плохой фильм. Но когда картина отлично прошла в мировом кинопрокате, о ней положительно отозвались многие кинокритики, рейтинги на различных сайтах оказались довольно высокими (даже на моем любимом КиноПоиске), то я поменял свое заочное мнение о картине на положительное и хотел посмотреть его как можно быстрее.

И вот, телеканал «ТНТ» предоставил мне возможность созерцать данное творение, я запасся свободным временем, набрал еды, устроился поудобней и … чуть не умер со скуки.

Не люблю критиковать фильмы, так как человек я добрый и мягкий, не являюсь кинокритиком и стараюсь получать от жизни максимум удовольствия, но тут без критики этот «фильм» оставить трудно.

Я не являюсь большим поклонником первых «Индиан», но все же эта трилогия мне всегда нравилась (особенно 1 и 3 фильмы), в ней были: отличная актерская игра, неплохая режиссура, гениальные спецэффекты (я только недавно узнал, что фильмы старые) и много чего хорошего. Но здесь создатели взяли много плохих черт и убрали многие хорошие. Если раньше Спилберг умудрялся отлично сочетать бред с реализмом, то здесь оставил лишь только бред, какие-то коммунисты-захватчики ищут чью-то черепушку, которая оказывается инопланетного происхождения. Главным недостатком предыдущих «Индиан Джонсов» была некоторая затянутость, но фильм смотреть было легко и интересно, не то, что римейк. 

Актерская игра просто ужасна, спасает только герой Харрисона Форда. Пусть дядька и староват, но все же в отличной форме. В целом понравился Шайа ЛаБаф, он меня даже удивил. Но категорически не понравилась Кейт Бланшетт, раньше я был о ней очень хорошего мнения, мне нравились ее актерские работы, но такой откровенной халтуры я давно не видел, несмотря на то, что ее персонаж довольно интересный, показан он невероятно плоско, игры нет – одни кривляния. Еще хуже обстоит дело с актерами второго плана, пусть они не так важны, но такого ужаса я давно не видел.

Я всегда считал Стивена Спилберга немного переоцененным режиссером, хотя в блокбастерах он один из лучших. И он умудрялся делать из полного бреда «Парк Юрского периода» «Челюсти» «Дуэль», очень хорошие фильмы. Так что, я был сильно удивлен, когда узнал, что он являлся и создателем римейка, какому-нибудь, дебютанту я бы простил это, но не такому хорошему режиссеру.

В фильме очень много ляпов, я не самый придирчивый зритель, на мелочи внимания не обращаю, но такого количества ляпов давно не видел. Сцена со змеей, погоня на автомобилях и много чего еще.

Спецэффекты меня не сильно поразили, но все же порадовали, хотя все сделано на компьютере и очень сильно по оформлению отличается от старых «Индиан». Ну и весьма порадовала операторская работа.

Сценарий ужасен, толком нет сюжета, диалоги ужасны, много глупых фраз типа: «Судя по произношению некоторых букв, я осмелюсь предположить, что вы с востока Украины». Но для меня Джордж Лукас – святой, так что критиковать я его не могу совсем.

Саундтрек не сильно удивил, то же самое. Что и в предыдущих фильмах, хотя послушать знакомые мелодии было приятно.

Глупое замечание:  откуда в запыленной, заброшенной могиле – веник? Да к тому же - пластиковый.

Вывод: очень слабый, скучный и бредовый фильм. Если бы сделали его подинамичней, моя оценка была бы выше на пару баллов. Лучше бы не снимали вообще. Хорошие римейки появляются крайне редко.

4 из 10
",4 из 10,4
3,5,"Мне говорили: '- Ой, какой фильм! Ты должна его посмотреть. Там такой смысл! Это такая сложная картина. Страшная! Жуткая! Тебе понравится!'

Мне не понравилось.

С уверенностью могу сказать - смысла нет. Как? Зачем? Почему? - Надо задавать вопросы, находить ответы. Не получилось?  Так давайте посмотрим фильм еще раз! Что, опять не выходит? Ну посмотрите вновь, Бог любит троицу... Никакой симпатии или отвращения к картине. Никаких эмоций.

Медленное пожирание своей плоти не пробудило во мне аппетита, а 'страха' и 'жути', обещанных мне, я так и не почувствовала. Бесцельная картина, побуждающая к зеванию в такт с мерным откусыванием героини своих телес. .

Можно только подвести к экрану ребенка, хлопать его по рукам и приговаривать - 'Не смей грызть ногти! Посмотри, что с тетей стало! Хочешь таким же вырасти?'

На ребенка, возможно, подействует. Будет хоть какая-то польза от картины...

Жанр ужасов тут совершенно ни к месту, а под 'драму' у нас и гуся розового могут подвести... Сами знаете.
Поэтому как драма 

3 из 10",3 из 10,3
4,7,"Наконец-то смог вырваться и сходить в кино. Смотреть премьеру четвертой части 'Индианы Джонса' на DVD или других носителях я даже и не собирался. На просмотр пошел не один, со мной были две знакомые, которые НЕ ВИДЕЛИ НИ ОДНОЙ СЕРИИ ОБ ИНДИАНЕ ДЖОНСЕ И ДАЖЕ! НЕ ЗНАЛИ, ЧТО ЭТО ИМЯ ЧЕЛОВЕКА. Нет, вы не подумайте, со мной были отнюдь не блондинки. К своим 28-ми годам девушки достаточно образованые и эрудированные, состоявшиеся в жизни (одна кандидат исторических наук, преподаватель ВУЗа, вторая начальник отдела продаж в крупной компании), но вот любителями кно их не назовешь.

К чему вся эта предыстория? А все к тому, что минут двадцать перед началом фильма я рассказывал знакомым о том, кто такой Индиана Джонс, что собой представляла трилогия о бесстрашном археологе, какой культовый статус получили эти картины. В моем рассказе постоянно мелькали эпитеты 'великий',  'шедевр',  'классика' и т. д. , потому что я поклонник трилогии  Спилберга и считаю ее в целом образцом приключенческого жанра в кино. Моих знакомым вся эта патетика не задела, а новая серия (ДЛЯ НИХ ПЕРВАЯ) очень даже понравилась. А я был разочарован и раздосадован.

Неужели можно так нещадно эксплуатировать классический образ? Неужели всем создателем новой серии абсолютно наплевать на культовый статус своей эпопеи и ничего кроме получения прибыли от этого фильма не планировалось? Почему приключенческую трилогию, пусть и с элементами фантастики и мистики, превратили в совершенно неправдоподобную фантастическую сказку? Почему история о человеке выродилась в настоящий комикс? То, что происходит на экране этой серии сродни только фильмам, поставленным по комиксам.

Я сам понимаю, что ответ на мой крик души лежит на поверхности. Спилберг, Лукас, Форд и сотоварищи действительно затеяли все это для зарабатывания денег. А потому, ориентировались не на фанатов трилогии, а на молодое поколение, идущее в кино за спецэффектами и драйвом. Для такого зрителя не имеет значение предыстория, культовый статус картины им абсолютно не важен. Характеры героев должны модернизироваться для них и не выглядеть архаичными. Поэтому старикан Джонс 'разбавлен ' молодым и не менее харизматичным Шайа ЛаБёфом. При этом силы и возможности главных героев, будь-то положительных или отрицательных, сопоставимы с возможностями супергероев из комиксов. Правдоподобность вообще не играет никакой роли. Сюжет картины должен держать в постоянном напряжении, не позволять зрителю отвлекаться на что-либо. 

Неслучайно в четвертой части квазиисторическая основа фильма служит лишь инструментом актуализации внимания американских зрителей на знакомые, но абсолютно непонятные им слова: Майя, Наска, Эльдорадо, Сталин и т. д. Не спорю, прошлые серии с исторической точки зрения достоверными не являлись, но такой кучи-малы из разных эпох прошлого (в данном случае американского континента) мне видеть не доводилось. Код да Винчи отдыхает. 

И последнее, на экране не должно быть пошлых намеков и шуток, сцен смертей, пыток и брызгов крови, не говоря уже об обнаженке или какой-либо эротической символике. И хотя ничем таким трилогия о профессоре Джонса не отличалась, все-таки в старых фильмах за свою жизнь герои сражались и врагов убивали, в новой же серии не показано ни одной настоящей смерти, разве что кроме охранников военной базы в начале.

А все потому, что фильм этот снят, прежде всего, для американских подростков, в большинстве своем мало знакомых с прошлым Индианы Джонс. Именно они делают основную кассу фильмов в США, да впрочем, и в большинстве развитых стран мира. А значит, мы обречены на то, что со временем все новые блокбастеры (в том числе сиквелы и римейки классических лент) превратятся в рисованные кинокомиксы. А потому фехтование на несущихся автомобилях, прыжки по водопадам и выживание в холодильнике при атомном взрыве не будут казаться преувеличением и китчем, а вполне естественным и органичным.

Все вышесказанное впервые применил все тот же Лукас в четвертой (первой по внутренней хронологии) и последующих  частях 'Звездных войн'. Правда, дух своей эпопеи ему все-таки удалось сохранить. В четвертой части 'Индианы Джонс ' классическая история умерла.

За фильм я могу поставить только 5 из 10, на меньшую оценку рука не поднимается из-за спецэффектов. Они по-настоящему хороши, как это и должно быть в кинокомиксе.

Рекомендовать фильм не имеет смысла. Что касается поклонников трилогии, то я думаю, все они уже сходили в кинотеатр, как впрочем, пойдут и на пятую, и на последующие серии. И я тоже обязательно посмотрю все будущие продолжения, хотя прекрасно понимаю, что, вряд ли они мне понравятся.

P.S.: Харрисон Форд меня не впечатлил. А точнее его возраст. Не верится, что в такие годы, можно выполнять такие трюки. По ходу фильма реально понимаешь, что видишь не Форда, а тела его дублеров. Может, стоит для последующих серий использовать разных, относительно молодых, актеров? Как в агенте 007.

P.S.S. : А суслики действительно хороши! Неужели их тоже нарисовали на компьютере?",5 из 10,5
5,8,"Фильм «В моей коже» сложно назвать лёгким для понимания. Кровавых сцен самоистязания и невероятного насилия над собой просто в изобилии. 

Странная «любовь» к собственной коже возникает у главной героини, побуждая её сначала резаться, а потом просто срезать куски кожи с себя. Не совсем ясно, то ли героиня испытывает наслаждение от этой боли, то ли попросту её не ощущает.

Такое ощущение, что Марина де Ван, режиссер и главная актриса в одном лице, выместила свои латентные мазохистские наклонности на экране или же просто в попытке создать арт-хаусное глубокое кино свернула не в ту степь. 

Конечно отталкивающая в чём-то внешность главной героини и является плюсом для фильма, показывая не кучку моделей, а вроде бы и реальных людей, но в сочетании со всей той «кровавой оргией для одного», фильм больше смахивает на очень плохой фильм ужасов, делая просмотр буквально тошнотворным. 

Уж не знаю, хотела режиссер показать странность устройства человеческого разума, дремлющие извращения и отклонения или что-то другое, но она явно избрала не совсем тот путь для этого.

3 балла хочется отдать только за оригинальность, хотя, к сожалению, и неоправданную.

3 из 10",3 из 10,3
6,11,"С самого начала новый Индиана Джонс оставляет впечатление подделки. Это уже не фильм о докторе искателе приключений, а фильм о тайном агенте, который все эти годы не боролся с Гителром (как было в 1, 2, 3 части), а шпионил за глупыми русскими. Именно глупыми, потому что единственным более-менее умным врагом оказывается тётка с западной Украины.

Фильм пестрит фразами 'опусти руки, не позорься перед коммунистами', 'я за дядю Сэма', 'они меня купили'. Видимо авторам невдомёк, какая страна нажилась на второй мировой войне.

Коротко говоря, целевая аудитория фильма угадывается легко - поглупевший американский обыватель, которого не первый год пугают российской угрозой.

Не удивительно, что фильм получил приз Золотая Малина за худший римэйк.

1 из 10",1 из 10,1
7,13,"В наше время ремейками и сиквелами никого не удивишь. Идеи к новым фильмам заканчиваются, вот и надо что-то снимать, поэтому все чаще и чаще современные деятели киноискусства обращают свой взор на классику кино. Вот и одно из метров Голливуда постигла сия «болезнь», сам Стивен Спилберг решил оживить свою легендарную франшизу о похождениях бесстрашного ученого Индианы Джонса. 

И вроде бы радость и счастья должно присутствовать в умах миллионов почитателей таланта именитого режиссера,  да уж больно вялым и неправдоподобным получилась четвертая часть «Индианы». И дело даже не в бредовой концовке, которая стала апофеозом сего невразумительного действа, что почти два часа происходили на экранах. Все было в новой ленте не так: современные технологии и компьютерная графика напрочь убили весь дух приключенческой картины, она получилась картонной, лишенной души, как будто сняли для галочки и больших кассовых сборов.

Сценарий писало аж четыре человека, одним из которых был сам Джордж Лукас, ранее принимавший участие в написание двух частей квадрологии. По всей видимости, изрядно скучая по своим «Звездным войнам», он привнес в сюжет столь фантастическую линию, которая испортила и без того не самое лучшее впечатление от фильма.

Из актеров впечатление произвел лишь Харрисон Форд, доказавший, что есть еще порох в его пороховницах. Все же остальные, включая ныне столь популярного Шайа ЛаБафа, роль которого не до конца продумана сценаристами: его как бы много, но и его как бы нет. 

Даже не знаю, что должно произойти, чтобы я повторно решился посмотреть Индиана Джонс и Королевство хрустального черепа, разве что конец света 2012…

Стивену Спилбергу и компании незачет

4 из 10",4 из 10,4
8,15,"Седой Индиана Джонс?

Тихий кошмар…

Индиана Джонс и Королевство хрустального черепа (я не люблю этот фильм)

Вообще сейчас пошла такая тенденция в современном кинематографе, что практически каждый старый фильм пытаются переснять. Также пытаются продолжить какую-нибудь забытую историю. Я никогда не думал, что очень одаренный режиссер скатится до того, что будет снимать продолжение возможно лучшего своего фильма. Для меня просто не существует старой трилогии Индиана Джонса, а есть один отличный приключенческий фильм. Я, конечно, верил в чудо и думал, что Спилберг снимет хотя бы средний фильм. Все-таки режиссер такого уровня не может снять плохой фильм. Но я был не прав, оказывается что может. И этот фильм перед вами.

Я очень сильно уважаю, старые приключенческие фильмы и конечно мне симпатизирует Индиана Джонс. Но я привык еще с раннего детства видеть его молодым. Поэтому лично мне было очень грустно смотреть на то, как уже пожилой Харрисон Форд пытается строить из себя супергероя. Я уважаю Форда, но он давно уже вырос из этого персонажа. Просто непонятно зачем он согласился на этот проект. Ведь он играет главную роль, и его отказ мог навсегда оставить хорошее впечатление об Индиане Джонсе. Но Форд согласился и просто испортил свою актерскую фильмографию.

В этом фильме есть только одни минусы. Конечно, Спилберг фантаст до мозга костей, но он тут действительно переборщил с инопланетянами. Кстати мне одному показалось, что череп инопланетянина был похож на “Чужого” или это был своеобразный намек? Этот фильм можно было назвать - “Индиана Джонс и череп чужого”. Мне кажется, с таким названием фильм собрал больше денег и не получил “Золотую малину” как худший сиквел года. Эта награда уже говорит о многом. 

Корявый сценарий – это только начало среди разочарований данной картины. Глупые и неуместные шутки только портят приключенческий дух фильма. Совсем уж неправдоподобные действия героев просто обескураживают. Особенно убили моменты, когда Форд летел на ракете и ЛаБаф дрался, стоя на машине. На секунду я даже подумал, что смотрю вообще не приключенческий фильм, а самый настоящий капустник с известными персонажами и лицами. Некая самодеятельность с компьютерной графикой в придачу. 

На самом деле все это очень печально. От новаторства Спилберга и следа не осталось. Перед нами явно коммерческий проект, который просто собирает большие деньги за счет старой истории. Я не удивлюсь, что последует продолжение этого фильма. Только я уже не буду ее смотреть. Потому что для меня Индиана Джонс был в “Храме судьбы” и “В последнем крестовом походе”, а потом он был “В поисках утраченного ковчега”. Вот такая грустная ирония. Я думаю, вы меня поняли, а если нет, то я вам скажу, что старый Индиана Джонс лучше новых двух.

Спасибо.

P.S.

А сына сюда вообще не следовала приплетать. Ой, как противно воняет продолжением…

1 из 10",1 из 10,1
9,16,"Марина де Ван - необычный и творческий человек (хотя творческие люди все для нас необычные). Она и режиссёр, и актриса, и драматург, но больше известна своими сценарными работами. Она ведь тесно сотрудничала с ещё одним необычным и творческим человеком (как известно, таких тянет друг к другу как магнитом) - с самим Франсуа Озоном. Марина де Ван успела до ленты 'В моей коже' поработать для картин 'Посмотри на море' (1997), 'Криминальные любовники' (1999), 'Под песком' (2000) и '8 женщин' (2001) и все они были поставлены именно Франсуа Озоном (в некоторых де Ван даже засветилась в качестве актрисы), этим режиссёром, которого одни считают гением, другие же злостным назидателем 'queer cinema'. Но речь не о Озоне, а о Марине де Ван, для которой фильм 'В моей коже' стал полноценным дебютом в качестве режиссёра после нескольких короткометражек.

Итак, потенциальному зрителю стоит сразу же подготовиться перед просмотром, так как 'В моей коже' - представить современного французского артхауса. Сложное течение, неоднозначное, рассчитанное на ограниченное количество публики и полностью отрицающее какие-либо связи с мэйнстримом. Марина де Ван, как и положено, самостоятельно написала сценарий к дебютному фильму. В нём рассказывается о девушке Эстер (угадайте-ка кто в этой роли?), у которой вроде да кабы складывается потихоньку жизнь: есть неплохая квартира, есть постоянный парень и дело идёт к свадьбе, да и на работе она на хорошем счету и её даже повысили. В общем, настоящая евросоюзная мечта сбывается. Но на одном мероприятии Эстер сильно ранит ногу. Она не особо обращает на это внимание, но затем её необратимо начинает тянуть к...собственной плоти. Да-да, не удивляйтесь этому - Эстер начинает методично поедать саму себя, при этом наращивая объёмы. Из-за этого непонятного психоза вся её жизнь летит в тартарары.

Неожиданный сюжет, не правда ли? Но сильно, уважаемые поклонники артхауса, не обольщайтесь, а всё из-за того, что кроме постоянной тяги Эстер к пожёвыванию мяска, отрезанного от собственного тела, в фильме и отметить-то нечего. И сцен с тошнотворной демонстрацией мании главной героини предостаточно, я бы даже сказал чересчур их много. Не знаю с какой целью де Ван так уцепилась за это отвратительно действо, но фильм изобилует наглядным пособием по аутофагии. Честно скажу, что это до омерзения неприятно и каждый раз хочется отвернуться от экрана. В общем, в красках эти этюды описывать не буду и решайте сами насколько же нужно посмотреть столь странное, если не сказать большего, кино. И ещё не понравилось решение де Ван часто показывать себя абсолютно обнажённой. Да, понимаю, она человек творческий и всё положит на алтарь искусства, но как-то интимные сцены не привлекают, а напротив - отталкивают. К тому же их тоже, на мой взгляд, слишком много. Раза или двух целиком и полностью хватило бы, чтобы оценить стать и тело Марины де Ван.

Стоит сказать и за актёрское исполнение Марины. Об остальных актёрах говорить вообще не буду, потому что они что были, что их и не было, даже парень главной героини, у которого достаточно экранного времени ничего вразумительного в фильм не внёс, да и вообще диалоговая составляющая 'В моей коже' ощущается как рудимент. Так вот, Марина де Ван неоспоримо талантливая сценаристка, но уж лучше бы там и укрепляла свой авторитет, потому что как актриса в своём первом фильме она не вызывает никаких положительных эмоций. Да простят меня её поклонники, но я говорю честно. И уделю немного места рассуждению о том, что же хотела сказать своим артхаусом Марина де Ван. Такое чувство, что показательное поедание плоти - этакая метафора, говорящая нам о психологическом самоедстве человека. Бывало же у Вас, когда Вы из-за чего-то сильно переживали и это съедало Вас изнутри? Вот и здесь имеется подозрение, что де Ван нам заявляла об этом, будто бы её Эстер мучается от воспоминаний и это угнетает её и, как следствие, её мир рушится. Как доказательство можно привести сцену, когда Эстер обнаруживает в кошельке отрезанный и засушенный кусочек своей же коже и у неё начинается истерика. Можно принять эту сцену, как будто бы Эстер в кошельке обнаруживает чью-то фотографию, того, кто был её некогда дорог и до сих пор о нём Эстер позабыть не может; и вот видит она его фотографию и начинает рыдать. Но это лишь догадки.

Признаюсь, что французский артхаус 'В моей коже' я более пересматривать не буду ни за какие коврижки. Совсем уж нет желания вновь наблюдать за поглощением женщины собственной плоти, насмотрелся я и на обнажённую Марину де Ван, да и как актриса она меня никак не впечатлила. А поразмыслить над философией метафор фильма можно и без пересмотра, да и то, если совсем не о чем думать. Разумеется, что всё это сказано только по поводу фильма 'В моей коже', а как сценаристку, то де Ван я очень даже уважаю.

3 из 10",3 из 10,3
