,index,text,text_rating,rating
0,0,"Невероятно глупый фильм с почти полным отсутствием юмора. Моменты, которые претендуют называться смешными,  нельзя назвать даже примитивными, они просто ужасны. 

Режиссер, сценарист и продюсер  этого фильма один человек, так что неудивительно, что получилось такое неудобоваримое кино. Будь это три разных человека, они вряд ли смогли всё пропустить. 

Сюжет фильма сначала пытается косить под «В джазе только девушки», хотя и близко к нему не стоит. Два будущих сценариста с, почему то одинаковыми именами (вероятно, чтобы было смешно) Фрэнк и Фрэнк оказываются замешанными в деле  об обвинении главаря мафии. И чтобы их не узнали, принимают самое умное решение, какое только можно придумать: они переодеваются в одежду девушек, которые прибыли на конкурс красоты, организованный этим самым главарем мафии. Тут может показаться, что как легко все это обыграть так, чтобы было очень смешно.  Но не тут-то было. Режиссер, кажется, обладает талантом напрочь загубить заведомо проходную и смешную идею, и сделать её  скучной  и банальной. 

Я жду, что сейчас будет много смешных ситуаций, связанных  с пребыванием двух переодетых мужчин в женском обществе. Щас! Жди! Двое переодетых мужчин среди женщин и никаких смешных ситуаций кроме переодевания одной блондинки. У девушек, почему-то  не возникает никаких вопросов, почему все девушки в купальниках, а  якобы «девушки» нет. Далее сценарий где-то ещё до наступления второй трети фильма съезжает с темы переодевания, так и не создав, связанных с ней смешных моментов, и мы видим наших героев почти всё оставшееся время в мужском обличье. А жаль. Один из героев Фрэнков имеет столь миловидное личико, что будь он в действительности девушкой он бы и мне понравился, так же как и боссу мафии. И по комплекции он очень удачно вышел. 

Человек, похожий на будущего губернатора Калифорнии, тоже является примером идиотизма. Только это был бы даже плюс комедии, если бы это было смешно. Но режиссер тут явно перестарался. Сделал этого «Арнольда» таким идиотом, что он стал вызывать какие угодно эмоции, но только не смех. 

То, что режиссер, он же сценарист, он же продюсер фильма, вероятно, считает шутками, в начале фильма основаны на абсурдизации ситуации методом переворачивания всего и вся с ног наголову. Но даже, когда слышишь подобную шутку в первый раз почему-то не смешно. Но когда это повторяется раз десять подряд при полном отсутствии каких-нибудь других, более оригинальных шуток, то это не просто приедается. Это начинает раздражать. Ведь основной элемент любой ситуации, которая претендует называться смешной, должен всегда основываться на какой-то маленькой неожиданности. А тут идёт непрерывное повторение. Какая тут неожиданность! Все предельно просто.

Диалоги на протяжении всего фильма настолько беспомощные, что, наверное, просто послушать первых попавшихся людей с улицы будет интересней.

Если вначале фильма нам предлагают, хотя и не смешные, но явно с претензией «косить» под смешные ситуации, то во второй половине фильма создатели фильма вообще расслабились и я не заметил даже попытки дать что-то оригинальное. Фильм заканчивается как какая-то бессмысленная история, основной вывод из которой можно сделать такой: зло побеждено, мафия наказана, справедливость торжествует. А будущие сценаристы приобретают права на экранизацию этой истории. Вот это наверное самый «смешной» момент за весь фильм. Хотя может они правда смогут экранизировать эту историю, да и так, чтобы получилось что-нибудь получше. Потому что хуже уже просто невозможно представить...

2 из 10",2 из 10,2
1,1,"Наверное, это уже аксиома: если фильм снят на тему человеческой несвободы, особенно когда она осязаема в виде стен и решеток, он определенно будет иметь успех среди зрителей. Наверное потому, что многим из нас не чуждо чувство эмпатии и сострадания, и когда на экране мы видим, как героя насильственно удерживают в нечеловеческих условиях, мы невольно ассоциируем себя с ним. Но не в этот раз.

Эммет Фоули попадает в психиатрическую лечебницу, где поначалу думает, что, может быть, здесь ему и самое место. Однако вскоре понимает, что находиться в таком аду он все же не заслуживает. 

Здесь нужно отдать должное Гари Олдману. Веришь, что перед тобой человек с поломанной психикой, веришь его мученику. Однако только на его актерской игре вся вера, пожалуй, и держится.

По прибытию в печально известное заведение, Фоули заводит друга, вместе с которым пытается пережить происходящее. Другом оказывается соучастник изнасилования, которому позже Эммет расскажет о своей жене, а тот расспросит о ее сиськах и подрочит под одеялком. 

Вопрос: неужели человек, у которого есть жена и маленькая дочь, ассоциирует себя с насильником настолько, что помогает ему сбежать? Другой пациент вообще с упоением рассказывает, как пробил голову дробовиком своей же жене. Страшно представить, за какие преступления туда попали остальные. И этим людям я должна сочувствовать? Извините, но это не просто несчастные психически больные. 

Особенно бросается в глаза, что охранников на территории больницы, где содержатся опасные преступники, можно пересчитать по пальцам. И также просто добыть ключ от главных ворот и просто уйти.

Очень непривычно было видеть Фрэнсис МакДорманд в роли женщины, пытающейся жить и соответствовать стандартам общества, где женский пол ценится только за свою хорошенькую внешность и репродуктивную функцию. Но она и здесь умудряется играть по своим правилам, даже когда попытки наладить хотя бы свою жизнь вменяются ей в вину.

В общем, трудно сопереживать убийцам и насильникам. Отдувается за всех по сути только Фоули. И вот его-то одного и жаль, ведь он убить пытался вообще-то себя, а не кого-то. Но потом и его становится трудно понять, поэтому

4 из 10",4 из 10,4
2,4,"Несмотря на детективный сюжет и весьма кровавую завязку, нравственный аспект вообще не затронут, упор сделан исключительно на психологию в демонстрации необычного «клиента». Вопрос виновности-невиновности вынесен за рамки повествования уже в самом начале фильма, когда адвокат сходу заявил, что на личность клиента ему откровенно плевать, и этот тренд строго выдержан до конца повествования. В результате даже и не понятно, какое же внутреннее отношение к подзащитному выработалось у главного героя: он бегал, пыхтел, изображал адвоката, даже рисковал, но не понятно – ради чего, кому и что он хотел доказать, хотел ли он заработать на этом деле, прославиться?.. На все вопросы чёткий ответ «нет». Шизофрения-натюрлих нависла надо всем сюжетом плотной тёмной тучей, сквозь которую не смогло пробиться ни единого лучика какой-либо иной мысли. В результате от просмотра возникает ощущение сокрушительной беспомощности и однобокости сюжетной идеи: одну единственную мысль размазали ровным слоем по всему повествованию, местами лишь прибавляя или убавляя яркость красок. Подковёрные игры с «сильными мира сего» никак не выстрелили, с лирикой тоже полный провал, куда ни ткни, – надо всем довлеет шизофрения... Для интеллектуального кино откровенно слабо, для игрового – на твёрдую троечку.

Поиск смысла вообще заводит в тупик: если подзащитный не так уж прост, каким кажется временами, то почему ж он так долго жил по ноздри в дерьме? на что вообще надеялся со своим 'фокусом'?..

Ввиду очевидной сухости центральной сюжетной линии, историю попытались сдобрить «человечинкой» в виде длительных неопределённых отношений между двумя бывшими сотрудниками по правоохранительным органам. Надо сказать, отношения получились мутными и ко всей истории не подходящими ни каким боком, – тень на плетень. Не догадались даже «дровишек в огонь подкинуть», чтобы как-то по-настоящему оживить это сухое юридическое болото. Так называемая лирическая линия не то, чтобы провисла, а даже и не нарисовалась толком. (По правде сказать, как затравочка, отыграна эта часть неплохо). Чаще всего подобные отношения разыгрывают для большего психологического драйва в противостоянии «титанов», но тут даже это не сработало. Все герои – тотальный «картон»!

Судья – женщина-негр. Типичный штамп голливудского кинопрома. Плюс, густо мазнули навозом по католической церкви, взяв для затравки «духоносно»-порнографическую идейку, – кристально чистый Голливуд.

Название – ни о чём.

Вывод. Старое доброе кино, при просмотре которого колеблешься между полусном и раздражением от наивности и нарочитой театральщины всего происходящего. К сожалению, актёрская игра тут утоплена в жёстко прописанных заумных диалогах, где из участников истории насильно делают кукол на верёвках, а не живых людей. Хотя фильм и не старый, но по современным меркам скучноватый. Идея интересная, но она играет тут в одиночку на пустом поле.

ПС

Кажется, это первая существенная роль Нортона, и он уже тут неплохо раскрыл свой актёрский талант. 

6 из 10",6 из 10,6
3,7,"Складывается ощущение, что, во-первых, режиссер не понял, о чем писал автор книги, и, во-вторых, ему очень не хватало экранного времени.

 Даже если брать в расчет, что это видение режиссера и закрыть глаза на лысых преподобных матерей, слизней-навигаторов, звуковое оружие и дождь в конце, из фильма убрано все то, что делает дюну такой привлекательной. В книге, так как компьютеры и многая техника под запретом, во главу угла ставятся способности человека, которые как раз могут быть расширены с помощью пряности. Персонажи куда более глубоки и интересны. Присутствуют интересные политические и религиозные идеи, на которых и строится сюжет. 

В фильме же не раскрывается должным образом сам конфликт. Персонажи выглядят, как картонки, мотивация персонажей непонятна от слова совсем, злодеи это просто...  Книжный барон Харконнен  гораздо глубже, интереснее и опаснее того летающего полудурка, которого показали в фильме. Фейд-Раута вообще не понятно зачем добавлен в фильм, как и зверь Рабан. В принципе, такое можно рассказать и про половину персонажей. 

 Сам сюжет рваный, в начале повествование крайне медленно и тягуче, потом резко разгоняясь и пропуская очень много важного, что наталкивает на мысль, что можно было бы сделать все-таки два фильма, хотя я не уверен, что это бы все равно спасло фильм. 

2 из 10",2 из 10,2
4,8,"Посмотрел фильм Джоэла Шумахера “Плохая компания”. В главных ролях Энтони Хопкинс и Крис Рок.

В целом я разочарован. Вроде бы каждое творение Джоэла Шумахера - это интересное и динамичное кино, с классным сюжетом и хорошей актерской игрой. В этом фильме все вышеперечисленное отсутствует. Не буду подробно расписывать все недостатки фильма, потому как на это уйдет довольно много времени. Такое чувство, что фильм снял режиссер-дебютант и, причем, также возникает чувство, что на фильм очень сильно пожалели денег, хотя мы знаем, что ни то, ни другое не так. 

Возможно, главной ошибкой фильма было введение в актерский состав Криса Рока - явно комедийного актера, которого я пока не приметил в серьезных фильмах. Может, Шумахер считал, что этот персонаж будет держать на себе весь фильм и все будут смеяться с его шуток и большого количества комических ситуаций. Но это фильму не только не помогло, но и сделало его обычным, шаблонным боевиком, ничем не выделяющимся среди остальных.

Жаль, что у такого замечательного режиссера вышел такой откровенно слабый фильм. Но зато режиссер учел все ошибки и потом снял четыре отличных фильма: “Телефонная будка”, “Призрак оперы”, “Охота на Веронику” и “Роковое число 23″. Его последний фильм - “Город у ручья” уже имеет довольно большой рейтинг на IMDB (8.00). Так что, надеемся на лучшее.

2 из 10",2 из 10,2
5,9,"Это я к тому, что 'голливудское кино' это, конечно, в целом совсем не тупая яркая жвачка, какой ее иногда выставляют ярые противники. Но 'Плохие парни' 1 или 2, разницы нет, как раз тот самый пример 'тупого Голливуда'. Здесь очень мало смысла, здесь яркие, причем часто абсолютно неоправданно с точки зрения сюжета, экшн-сцены, здесь много пошлости, пальбы и всяких блестящих штучек: дорогие машины, девочки и пр. Здесь просто масса дыр в логике сюжета, здесь порой абсолютно необъяснимые поступки персонажей с точки зрения зрителя, здесь диалоги или смешные или не о чем, здесь актеры откровенно томятся в кадре, когда не приходиться стрелять и т.д. Но это в общем, а вот конкретика:

Сценарий

Два хороших полицейских шумно и весело ловят плохого парня. Все. 

Игра актеров

Я не согласен с тем, что в подобного рода картинах требовать от актеров выдающейся игры не надо, дескать, спецэффектами закидаем. Нет, было же 'смертельное оружие', там Гибсон пусть и не блистал-таки, но откровенно держал на себе картину. Я например, помню не столько экшн-сцены из этого старого доброго боевика (хотя их там тоже предостаточно), сколько его игру. Здесь же герои без особой надобности не напрягаются, да и, справедливости ради, особо играть тут некогда, война, знаете ли. 

Эффекты

Здесь да, спорить трудно. Что Бэй умеет делать, так это зрелищные сцены. Хотя, кроме пресловутой погони за тягачом в голове как-то особо ничего не задерживается. Да, громко, дорого, но как-то без изюминки, не оригинально. 

Режиссура

Все-таки чувствуется призвание режиссера - он клипмейкер. Он делает маленькие яркие кусочки, а все остальное между ними - лишь прослойки. Поэтому и повествование так идет - от одной красивой сцены - к другой, и какими путям герои к этой сцене движутся, и даже если эти связки просто нелогичны и не закономерны - для режиссера уже не столь важно.

Глядя на несколько работ Бэя, легко можно выделить их основные черты: это много огня, шума и пафоса. Вот последнее особенно раздражает. Его герои в туалет не могут сходить без фанфар. И если это еще более менее прокатило в Армегедоне (все-таки планету спасали, не хухры-мухры), то когда герои 'bad boys' узнают, что злодеи похитили девушку, а камера тут же снизу объезжает их на фоне тревожного неба и звучит там-та-ра-рам, типа 'вставай солдат, мир вопасносте' - это извините, просто улет. Я подумал было, что это такая изящная пародия на самого себя и на боевики в общем, но нет, у режиссера все всерьез. Дальше к героям присоединяется прорва помощников-добровольцев, все из кожи вон лезут, чтобы тоже спасти мир, плохие или сомнительные доселе парни вдруг осознаю свои ошибки и тоже встают в ряды героев. И вот как результат: начальник, который до этого не разрешал героям даже стрелять в городе, теперь с улыбкой санкционирует незаконное вторжение на Кубу (!), повстанцы за несколько часов прорывают многометровый подкоп к дому злодея (вообще непонятно, зачем, кстати), к операции присоединятся ЦРУ-шники, морские котики и кого там только нет, а возглавляют все это два легавых, которые до этого толком не могли даже жучки в доме расставить. В общем, тушите свет, мозг перед этим бессмысленной и яркой кучей просто пасует.   

В общем мой вам совет: тех двух с половиной часов фильм конечно, не стоит. Посмотрите где-нибудь в ютюбе сцену с раскидыванием тачек на Ферарри - больше ничего неинтересного в фильме нет.  

6 из 10",6 из 10,6
6,11,"«Такой выбор появляется перед многими – быть рабом на небесах или звездой в аду. Ад не всегда выглядит как ад. В хороший день он вполне смахивает на Лос-Анджелес». (Подставь свой город). 

  Фильм про бандитские разборки, перестрелки, наркотики, с финальной погоней на автомобилях, где в главных ролях: Дэвид Духовны, Анджелина Джоли и Тимоти Хаттон. Казалось бы, что ещё нужно?

  Дэвид Духовны играет роль доброго доктора – наркомана. Он принимает наркотики, запивая их молоком, т.е. перорально, а это, как скажет любой здравомыслящий врач и не только врач – деньги на ветер. Его герой получился эдаким наркоманом-философом, в реальной жизни существовал бы в постоянном поиске денег на очередную дозу, загибаясь со шприцом в руке, ищущим свободное место на вене, в каком-нибудь наркоманском притоне.   

Да, в фильме засветился Петер Стормаре, швед по происхождению, играющий русского бандита (Главная роль в шедевральной русофобии «Сибирское воспитание» ещё впереди). Стормаре смешно матерится на ломанном русском языке. Прямой перевод известных нецензурных английских выражений на русский язык звучит весьма забавно. Нормального переводчика на русский язык авторы фильма, наверно, даже не искали. А зачем? Ведь подобное кино, рассчитано на среднестатистического малообразованного западного обывателя, которому регулярно показывают идиотов, где русские, это особая каста невменяемых и нелепых персонажей в этом вымышленном мире (Но в таком реальном мире!).   

Голливуд - распространение версий американской мечты в промышленных масштабах.

  Обаятельный злодей Рэймонд (в отличном исполнении Хаттона), в одной из своих тирад, выдаёт главный девиз всего американского кино и Голливуда в частности. Автор сценария вольно или невольно продемонстрировал основной принцип действия Голливуда: 

«Миллионы и миллионы людей, чего они хотят? Они хотят американской мечты, американской жизни, верно?

- Я хочу им её дать. …Я собираюсь их снабдить версиями американской мечты». 

Это и есть главный слоган Голливуда. Снабдить версиями американской мечты. Подавляющее большинство американского кино совершенно глупо, бессмысленно и невероятно, но очень зрелищно и эффектно сделано и разрекламировано. В этом кино показывается абсолютно невероятная американская жизнь, придуманная американская мечта, не имеющая ничего общего с реальностью. С американской реальностью. Или очень отдалённо напоминающая эту реальность. Искажённая реальность. Даже не сказка. Что-то вымышленное, усердно притворяющееся настоящим, правдивым и живым. Некая придуманная американская мечта, в которой всё то же самое, что и дома, но только богаче, красивее и комфортнее, на эту красочную картинку-мечту многие клюют, думая, что это правда. Но сталкиваясь с суровой действительностью, удивляются - оказывается, нужно очень долго и усердно работать, чтобы хотя бы приблизится к этой самой мечте. А что самое главное, так это суметь полностью перестроиться в новых жизненных реалиях, которые просто чужды российскому и постсоветскому менталитету. Да и многим другим культурам.   

  Тематика фильма «Изображая бога» напоминает творчество братьев Коэнов, Тарантино и других авторов снимающих кино подобного криминального жанра. Если этот фильм смотреть, не задумываясь, то для развлечения в нём присутствует: и юмор, и действие, и хорошая игра актёров и, конечно же, Анджелина Джоли в кроваво красном платье. И быть бы фильму «Изображая бога» если и не культовым в своём жанре, то хотя бы оставляющим хорошие воспоминания, но нет - не судьба. Не обошлось без явных киноляпов: при монтаже перепутали очередность сцен, в другом месте испортили пленку и не стали переснимать, видимо, из-за скромного финансирования. А в некоторых сценах авторы сэкономили на спецэффектах.  

В фильме присутствует много различных глупых ситуаций  и нелепого поведения отдельных  персонажей, о которых даже и не стоит и упоминать.

2 из 10

",2 из 10,2
7,12,"А я этот фильм посмотрел впервые неделю назад!
Поэтому могу оценить его только с позиции сегодняшних дней.

Всё это мы видели раньше: и комедийные эпизоды, встроенные в фильм ужасов, и мкассовые толпы оживщих мертвецов.
К сожалению, спецэффекты уже смотрятся очень блекло.

Но, идейность в виде мимики главного актёра в качестве реакции на сложившиеся обстоятельства действительно была кстати.

Что касается эпизода с произнесением заклинания при выборе нужной книги  - однозначно, самый яркий момент в фильме, как и боевой клич вождя мертвецов.

В целом, здоровая порция юмора, куча мертвецов - на 1 просмотр потянет даже и в наше время (для тех, кто ещё не успел посмотреть это творение.

5 из 10",5 из 10,5
8,13,"Вот совсем недавно посмотрел этот хоррор. Многие считают этот фильм шедевром, но я так не считаю.

В фильме больше всего мне понравился первый и последний эпизод. Они понравились мне хорошей работой оператора, красивыми местами и весьма неплохой динамикой саундтрека. 

Хочется отметить несколько минусов, которые я заметил в фильме:

Главные герои почти ничего не боятся. Например:
Услышав странные голоса, девушка сразу, ничего не боясь, выходит из дому и идет в лес.
Эш выходит из машины, оставив девушку одну посреди ночи.

Злу не должна мешать закрытая перед ним дверь (если это, конечно, настоящее Зло).

А теперь я перечислю самые запомнившиеся плюсы в фильме:

Зло управляет лесом - это что-то новое. А даже если не новое, то удивительное.
Спецэффекты для 1981 года очень даже не плохи. В фильме присутствует действительно качественный звук.
Хорошо сделаны мертвецы.
Отличная игра актеров. Особенно хорошо сыграл Брюс Кэмпбелл.

Еще в фильме мне понравился, на мой взгляд комедийный (или просто глупый) момент:
Эш с другом стоят и наблюдают, как мертвецы жрут человеческое мясо, вместо того чтобы бежать.

Мне не понравилось поведение мертвецов. Оно выглядит очень глупо и по-детски.

В итоге могу сказать, что Сэм Рэйми смог снять неплохой хоррор.
Может быть, и классика жанра, но далеко не шедевр. Извиняюсь перед фанатами, но я написал свое мнение.

5 из 10",5 из 10,5
9,14,"Вряд ли сегодня кого-нибудь напугает подобный кукольный театр под названием «Зловещие мертвецы», можно и понять категорию людей, которые отнесли ранний проект Сэма Рэйми к рангу культовых, но если вы данный фильм не смотрели лет 20-30 назад, то сейчас, наверное, уже не стоит.

Технический и кинематографический прогресс очевиден за несколько десятков лет, но в тле картин того времени, многие из них остаются актуальными и зрелищными ныне, подобного о работе «Зловещие мертвецы» сказать невозможно. Все тот же Роман Полански снял пару фильмов, на которые по сей день, многие режиссеры смотрят с голодной завистью. 

Отсутствие актерской игры, элементарной логики в сценарии через призму современного взгляда на кино уж никак не выводят данный проект в шедевры. В жанре ужасов спустя многие годы будет шлифоваться известная позже стилистика сущая многим картинам, но именно здесь, в перспективном ужастике «Зловещие мертвецы» она получала свое зарождение. 

Исчерпанный ресурс времени закрывает навсегда дверь для данного фильма, ни в коем случае не проявляю свое неуважение к режиссеру, Сэм Рэйми свои мощные фильмы снимет в более зрелом возрасте, но вынужден констатировать факт, что на первой части  мой просмотр трилогии заканчивается. Хотя кто знает, Голливуд активно переснимает антиквариат, быть может, подобное случится и с фильмом «Зловещие мертвецы».

1 из 10",1 из 10,1
