,index,text,text_rating,rating
0,0,"Сколько людей, столько и мнений. Вот почему очень часто одни и те же проекты, но под руководством разных режиссеров выдают абсолютно разные и возможно даже противоположные друг другу проекты. Собственно как и знакомые нам видения данного комикса под руководством таких кинематографистов как Тим Бёртон, Джоэл Шумахер и Кристофер Нолан, которые по своей сути биполярны друг другу. Их схожесть лишь в том, что они выдали более мрачное и тяжелое видение истории, которое было наверно пожалуй самым популярным комиксом серии от Фрэнка Миллера. Так как мы росли именно на таком видении данного комикса, версия режиссера ленты Лесли Мартинсона смотрится как минимум необычно. Хотя многие до сих пор считают её классикой жанра. Честно говоря, посмотри я фильм в то время, возможно я бы и увидел определенные достоинства картины.

Сейчас же фильм сложно воспринимать всерьез. Во многом из за того, что он устарел как технически, так и всецело. Во первых в картине отталкивает достаточно скупая постановка зрелища. Закрываю глаза на примитивную постановку самих экшн сцен. Печально то, что дальше обычного рукопашного боя и обычных гонок это не развивается. Момент противостояния с акулой так вовсе меня убил. Особенно то, что акула оказалась тем еще крепышом и просто так отвалить от главного героя не хотела. Тем самым борясь до последнего. Это была пожалуй самая смешная сцена фильма. Странным фильм получился и с точки зрения настроения. Так как назвать фильм приключенческим боевиком очень сложно. Ибо с фарсом создатели перегнули так сильно, что фильм легко превращается в комедию, а возможно даже в пародию многим любимого комикса.

Не смотря на достаточно слабую режиссуру, сценарий плохим назвать сложно. Ведь это первый на моей памяти фильм о Бэтмене, где он противостоял не одному злодею, а сразу нескольким. Тем более, что злодеи в лице Джокера, Пингвина, Женщины Кошки и Человека Загадки не пытаются превратить историю в свой бенефис, а создают достаточно сплоченный союз злодейских умов. Что выдаёт весьма не плохой потенциал в создании и осуществлении злодеяний. Где ощущается рука каждого из этих злых гениев. Да и сам сюжет развивается в лучших традициях жанра.

Отталкивают тут лишь диалоги и поведенческие качества главных героев. Особенно убили рассуждения главных героев относительно личности главного злодея. Диалоги и логика главных героев лучший анекдот, что я когда либо имел счастье слушать. Порой я аж со смеху под стол закатывался. Я понимаю, что в то время фильмы были очень наивными, но тут вся наивность сведена до абсолютно примитивного уровня.

Фильмы того времени были очень наивными. Что отражалось не только в достаточно своеобразной режиссуре, но и более театральной игре актеров с слишком бурным способом выражения эмоций. Когда как всё изменил чуть позже “Гражданин Кейн” и представил нам кино таким, каким мы его знаем сейчас. Вот почему и игру актеров оценивать сложно. Так как на лицо столкновение разных стандартов игры.

Тем не менее, назвать игру исполнителей главных ролей Адама Уэста и Берта Уорда я не могу. Сыграли хорошо. Вот только подход к роли очень поверхностный. Хотя бы в том, что не смотря на различия в содержании комиксов, образ Бэтмена не менялся никогда. Он всегда был не только настоящим интеллектуалом, но и очень крепко сложенным с физической стороны. Глядя на Адама Уэста же, нельзя увидеть никакой мышечной массы. Что смущает. А вот злодеи в исполнении Ли Меривезер, Сизара Ромеро, Бёрджеса Мередита и Фрэнка Горшина меня не впечатлили. Возможно подсознательно Дэнни Де Вито, Джек Николсон, Хит Леджер, Джим Керри и Мишель Пфайфер полностью ассоциируются со своими персонажами для меня. Но каждое появление вышеперечисленных актеров не вызывало у меня ни капли эмоций.

Музыка композиторов ленты Нила Хефти и Нелсона Риддла получилась в лучших традициях того времени. Очень веселая, энергичная и задорная. Фильму подошла хорошо, а вот впечатлила ли, это уже другой вопрос.

2 из 10

Достаточно примитивный, поверхностный, мало серьезный и слишком комичный фильм, чем ожидалось. Субъективный взгляд на воспетый многими шедевр, который возможно оставит у вас иное впечатление. Так что, смотреть вам фильм или нет, решайте сами.",2 из 10,2
1,1,"Картина 'Патриот' с бюджетом в 35 миллионов долларов режиссера Дина Симлера вышла на экраны в 1998 году. Это был(и есть по сей день) типичный боевик-триллер... Язык не поворачивается его дешевым, потому что тридцать пять миллионов деньги не малые. Имея хорошего режиссера, прекрасный актерский состав, можно смело снять неподражаемый хит. 

К счастью с этим творением этого не произошло. 

Здесь и сюжет типичный и убогий, и актеры не блещут, а также вовсе уж дурная постановка. 

Картина 'Патриот', хромающая на обе ноги падает и разбивается, не оставляя в своих сердцах ничего. Даже смертоносные драки, и те забываются очень уж скоро...

В фильме к сожалению плюсов нет, ровно не сколько.

ИТОГ: Патриотичный бред с Сигалом в роли врача (единственное что не типично).

Актерская игра - 4 из 10.

Режессура - 2 из 10.

Спецэффекты - 5 из 10.

Сюжет - 2 из 10.

Общая оценка - 3. 

Ужасно!",4 из 10,4
2,2,"Лелушизм. Что это такое? Ну, это, скажем так, фирменный почерк французского режиссера-еврея Клода Лелуша. В чём суть 'лелушизма'? - Графоманство (то есть, слова ради слов, картинки ради картинок), путаность и угловатость сюжетов, неспособность рассказать ОДНУ историю и внятно, самодостаточная операторская работа, излишний мелодраматизм.

Кто такой вообще этот Клод, да ещё и Лелуш? Он - оператор, который почему-то стал режиссером-сценаристом. Единственный признанный фильм его авторства - 'Мужчина и женщина' с застенчивым Трентеньяном и умудрённой Анук Эме. Вышел он в 1966 году и по какой-то причине в самый разгар французской 'новой волны', цинично определившей под снос все былые папашины занудства, вдруг сорвал куш на Каннском фестивале. Быть может, папаши-судьи так обрадовались, увидев наконец вновь близкую их сердцу сентименталику, что отдали главный приз даже не досмотрев фильм до конца? На самом деле, вполне возможно.

Лучший фильм Клода Лелуша - всё равно, как ни крути, 'лелушизм' на 'лелушизме' и 'лелушизмом' погоняет. Сама история немного смахивает на 'Жизнь других' Ремарка-Поллака, но кроме того перегружена лишними словами, событиями и эпизодами. Да и по-хорошему, она вообще никуда не ведёт. Из неё торчит столько 'ушей', что хватило бы на целый зоопарк. Более-менее интересная мысль (пусть и ужасно банальная, но хотя бы мысль!) о том, что героиня Эме нашла в Трентеньяне-гонщике замену своему погибшему мужу-каскадеру угроблена. Потому что Лелуш решил объяснить всё зрителям, причём так, чтобы разночтений даже не возникало! Тонких намеков (которые лишь слепой не заметил бы) ему показалось мало. И последние полчаса ленты – ужасны настолько, насколько они только могли быть. И тут всё становится бесповоротно ясно – это кино для женщин «за 60».

Лелуш не способен рассказать историю. Это не фильм – это дипломный проект оператора-монтажера, когда тот старается продемонстрировать преподавателям все полученные и усвоенные знания. Может это и подкупило Каннское жури? Ибо сама история им вряд ли могла понравиться – сюжет буксует, так и не тронувшись с места. Случайные кадры. С замедлением, без замедления. Под Фрасиса Лея, под слезливый шансон. Ничем не обоснованные переходы с цветной палитры на черно-белую. Если бы меня спросили жанр «Мужчины и женщины», я бы, пожалуй, не раздумывая ответил – «порно для эстетов». Потому что это красиво как женский глянцевый журнал. Ну да, ну да, красивенький такой модный журнал, где редактор правда все абзацы поперепутал, ну а там, где статьи отсутствовали – легкомысленной «отстучал» абракадабру.

А ведь в фильме есть интересные моменты. Например, уже отмеченная мной, но загубленная Лелушем, тема о «замещении погибшего мужа». Или сводка новостей о «врезавшихся на машине в столб мужчине и женщине» - но и её Лелуш не подхватил, тем самым приставив к сюжету очередную пару «торчащих ушей». А ведь можно было её каким-то ненавязчивым образом развить до мысли о том, что нет просто «un homme» или «une femme» - что за каждой женщиной и каждым мужчиной есть история, есть личность, есть драма. Но вместо этого сюжет рвётся по швам и в конечном итоге нам остаётся лишь куча экзаменационных зарисовок прилежного студента-оператора-киномана, которые словно паззлы из разных коробок не образуют цельной картины.

Про выбрасывающихся из окон женщин, у которых муж в больнице, а дома ребёнок – я и упоминать не буду. Это уже даже не «бразильское мыло» - это настоящий «махровый маразм». И так весь фильм – сюжет с трудом высосан из пальца, зато видеоряд снят со всеми известными операторскими финтами и понтами. Ну и конечно, шансон. В фильме почти постоянно играет французский шансон, красивый до безобразия и сентиментальный до икоты, причем иной раз слова песен поясняют зрителю всё, что он уже и так понял минут 30 назад. 

Фильм старческий. Невнятный. Лоскутный. Сладкий. Безыдейный и затянутый. Чистый «лелушизм». Правда, лучший его представитель. Женщины (особенно в возрасте) от него искренне и неподдельно млеют. Что ж, я за них столь же искренне и неподдельно рад.

4 из 10",4 из 10,4
3,4,"Знакомство с  Терренсом Маликом началось у меня с монументального и безумно красивого фильма 'Древо Жизни',а уже после я посмотрел потрясающие 'Пустоши', и вот теперь, ожидая чего-то не обычного и интересного, я, увы, разочаровался.

Начну пожалуй с плюсов: 

1) Главный плюс сего 'шедевра' - очень красивая картинка. Потрясающие пейзажи, потрясающие поля, потрясающее небо. А сцена нашествии саранчи - шедевр. Настолько натурально, что даже не вериться, что такой красоты на экране можно было добиться в 1978 году, когда ещё не было так хорошо развита комп. графика.

2) Внимание режиссёра к деталям. На экране природа живёт своей жизнью и это выглядит очень чарующе. 

3) Операторская работа, которая постоянно выдаёт красивые пейзажи. Достойно 'Оскара'.

Минусы:

1) Скромный сценарий. Да, он прост до безобразия. Даже отсылка к Библейскому сюжету не спасает его 

2) Ужасная, скорее даже никакая(!) игра актёров. Оно и понятно. Малик отказался от своего же сценария, делая ставку на импровизации, дабы они сами 'создали это историю'. Но, к сожалению прогадал: вечно каменное лицо Гира, главной актрисы практически напрочь убили желание досматривать сей фильм.

3) Диалоги. По-моему это самый-самый-самый-самый главный минус. Они просто ужасны, ужасны настолько(!),что просто не понятно, кто их писал ?Хотя  моет это актёры всё придумывали, так как Малик отказался от сценария, ссылаясь на их импровизацию. Даже если так, то это всё равно не простительно. Почти все сцены, кроме нашествии саранчи можно спокойно вырезать. Из этого фильм не потеряет ни своей идеи, которой кстати нету, как бы вы внимательно не смотрели и не вслушивались, ни своего шарма. 

В итоге мы имеем невольно красивую пустышку, которую которую хочется сравнить с 'Аватаром': 'Красивый, но пустой'. Что этим фильмом хотел донести до нас Малик? Может библейский сюжет? Может он просто хотел воссоздать красивую картинку? Хм, да, скорее последнее.

4 из 10 

за хорошую операторскую работу и красивую картинку.",4 из 10,4
4,5,"Создавший две годные криминальные комедии «Карты, деньги, два ствола» и «Большой куш», британский режиссёр Гай Ричи отметился и куда менее удачной картиной «Револьвер», снятой в том же, казалось бы, жанре, но при этом бросающейся в глаза своей заумностью и претенциозной задумкой, которая, на деле, оказывается полнейшим пшиком. А вся причина в том, что Ричи просто прыгнул «выше головы» (возможно, отчасти в этом и «заслуга» сценариста Люка Бессона, на счету которого было несколько былинных фейлов): не имея опыта в создании «интеллектуальных» лент, он не смог повторить успеха своего кинодебюта, оттого и фильм вышел попросту высосанным из пальца.

«Револьвер» начинается относительно бодро, хотя и не так бодро, как предыдущие фильмы Ричи, но, по крайней мере, ожидаешь более-менее неплохой криминальный боевик со свойственной Ричи динамикой и остроумными диалогами — вот только уже на десятой минуте сюжет киноленты издыхает, становится скучным, затянутым и предсказуемым. Складывается впечатление, что Гай Ричи пытался деконструировать «криминальный» жанр, сделав из него нечто своеобразное и остроумное, но в итоге вместо деконструкции получилось так, будто Ричи изнасиловал самого себя, извращённо поиздевавшись над стилистикой своих предыдущих чёрных комедий и слепив нечто несуразное. А ближе к концу картины, глядя на совершенно идиотское поведение персонажей, которые не иначе как злоупотребляют веществами, и поражённое самой тяжелой формой шизофрении повествование, хочется разбить себе лицо об стол.

Претензия «Револьвера» на некую «интеллектуальность» также выглядит, мягко говоря, безосновательной. Если сочинить упоротый сюжет и напихать в картину умных цитат (да ещё и повторить их по десять раз, зритель же тупой, с первого раза не поймёт), то фильм от этого не станет умнее и лучше — скорее наоборот, у него есть все шансы превратиться в продукт для закутанных в тёплый клетчатый плед духовно богатых дев и подписчиков дегенеративных пабликов с «мотивирующими цитатками», что является однозначной причиной отправить его в выгребную яму мирового кинематографа.

Вердикт — эталонный пример того, что бывает, когда творец переоценивает свои возможности и лезет не в свой жанр, не имея ни должного таланта, ни усердия.

4 из 10",4 из 10,4
5,6,"Коротая дни и ночи за научным исследованием о Марии-Антуанетте, об ее вымышленных и реальных образах в истории, я прилежно ознакомилась с данным творением Ван Дайка. Нет, честно говоря, я рвала на себе волосы, метала гром и молнии ровно каждые пять минут. Это не исторический фильм!

Пафосная интерлюдия оглушает наш слух, титры-титры и тут же Великий и Легендарный Золотой Голливуд обрушивает на нас ворох женщин в неимоверно огрооомных платьях, пачку мужчинок в гетрах и собачонку вдобавок. И все они дергаются, кривляются, обжимаются, сверкают как новогодняя елка и соревнуются, у кого прикус правильнее и зубы ровнее. Да, хорошо, бюджет фильма 2 млн долларов, за счет которых произведены колоссальные разработки и поиски для костюмов, в том числе и во Франции, ткани ручной работы, умопомрачительных цветов, а драгоценности настоящие. Как бы это ни было язвительным, но в черно-белом кино этого не видно, хоть животик надорви. 

Все на поверхности. Это так в традиции голливудских широкомасштабных эпопей: перья и алмазы в каждом пикселе, аж голова болит, а под многослойными юбками ослепляющая пустота. Лучше бы вы, дорогой Ван Дайк, получше читали книгу Стефана Цвейга, чем гонялись за помпезностью и королевским размахом, которые обернулись гротеском. Непростая судьба Марии-Антуанетты обернулась в позорный пересказ школьника-лентяя; историческая правда настолько невежественно переделана, что от каждой сцены хочется выть и выколоть глаза. 

Это полное вранье: и ваша Антуанетта-Ширер (голливудский шаблон - издергавшаяся, наглая, избалованная, хнычущая, бестолковая, лишенная чувства достоинства и просто позорная девица, но не королева Франции), и ваш Людовик 16 (он не был умственно отсталым и ограниченным толстяком! и точно не управлялся женой), и Людовик 15 (то, что он подтвердил свою историческую фразу 'После меня - хоть потоп', не делает его достоверным персонажем). И ваш Версаль (пышные декорации не совпадают с реальным дворцом на на йоту!), и ваша придворная жизнь (ни намека на этикет - сплошной бордель); а когда Ширер, томно закатив глаза, выталкивает своего новоиспеченного мужа из комнаты в брачную ночь.. или как она разговаривает с королем, Людовиком 15! а как она обжимается со всеми на балу-маскараде! боже, какое вранье! 

Это не отступления или недомолвки, а грубые ошибки. И еще указывают, что по знаменитой биографии Цвейга! Ошибки не в сценарии по роману (пусть даже его написал сам Фицджеральд-господь-бог), а в истории. В этом так чувствуется надменная манера Голливуда росчерком богатой руки исковеркать и позолотить искореженный образ Марии-Антуанетты, использовать пустую оболочку ее лейбла (в наше время - да) для добычи славы и прибыли. Она не заслуживает такого унижения - быть выскочкой, распущенной и дерзкой особой через призму сияющих зубов Нормы Ширер. И уж точно ее сложная судьба не была перманентно истекающим слюнями и розовой водой, самозабвенным романом-фельетоном с Ферзеном.

Мне очень обидно, что, хваля этот фильм, люди воспринимают очень искаженный образ Антуанетты и Версаля в целом. Они ругают на чем свет стоит фильм Софии Копполы, хотя, по сути, злословие это должно отойти в долю Вак Дайка. Это он снял типичный конфитюрно-сопливый-тряпичный пустой фильм, где нет даже намека на серьезный образ Марии-Антуанетты, а сплошные самолюбования и Ферзена-облобызание Ширер. Коппола хотя бы пыталась провести параллель с реальной молодежью и вызвать их на диалог и понимание персонажа; и она считалась с историей (в основном), и ее фильм спокойнее, вдумчивее и к финалу трагичнее руколоманий-душераздираний Ширер. Когда речь идет о такой трагической фигуре, как Мария-Антуанетта, роковой блондинки Ширер в корсаже недостаточно. Тень от гильотины ей больше к лицу.

Я люблю старые фильмы и до сих пор считаю, что Голливуд в свой золотой век до сих пор являет нам бесценные и качественные образцы. Но ЭТО не образец, а шаблон, до отказу заполненный мишурой. Аж бесит.

2 из 10",2 из 10,2
6,7,"Конечно можно говорить об этом фильме, как о философской притче - полной метафор. Можно пойти в юнгианский анализ и сказать, что фильм рассказывает о поиске мужчиной его Самости. Но это все лирика.

Фактически перед нами фильм - бенефис. Бенефис одного актера, который проводит, по сути весь фильм в одних плавках (иногда их снимая). Берт Ланкастер демонстрирует свою прекрасную фигуру и создает образ не очень успешного, пропащего человека, который задался целью переплыть все окрестные бассейны.

Полагаю, что как отмечал Фазиль Искандер 'происходящее должно иметь сюжет существования'. Однако, я не могу понять о чем этот фильм. Можно предположить, что о страданиях душевно ранимого человека, но отношение главного героя с женщинами (особенно с молодой - вероятно несовершеннолетней) показывают, что тяжелых душевных ране у него нет. Если фильм о сумасшедшем, который похож на обычных людей - то тогда опять же - неинтересно.

Не могу сказать ничего плохого ни об актерской игре, ни о режиссуре, но есть лишь один вопрос - зачем? Зачем снимать такие фильмы? Мне не понравился сюжет, равно как и сценарий (очень много пустых разговоров): характер героя раскрыт очень противоречиво, интрига практически отсутствует, страдания героя показаны очень ярко - но не полностью понятна причина (внутренние мотивы героя).

4 из 10",4 из 10,4
7,8,"Ещё задолго до того, как снять позорный проект с Александром Невским, никому не известный режиссёр Брент Хафф рассказывал с экрана зрителям историю, в которой несколько дяденек 'не первой свежести' попадают в ироничную передрягу с сексуальным шантажом.

Фильм получился обычным. Я бы даже сказал, настолько обычным для тех времён, что даже откровенно слабым. Здесь есть несколько комичных моментов, а кривляния актёров иногда весьма удачны, но в целом про 'Неверного', или 'Правило сотой мили', или какое-то ещё там было название, можно сказать либо ничего, либо ничего. Либо и то, и другое, а значит - ничего.

Сюжет здесь до ужаса банальный. То, как он развивается, в принципе, немного интересно, но лишь до определённого момента, ведущего в скомканному, коротенькому и слишком хорошему финалу. Удивить постановка, как и сама история, ничем не может: на старания режиссёра смотришь в унылой прострации, иногда позволяя себе милосердные усмешки. Персонажи более-менее забавны. Это всё.

Радует, что кинематограф прогрессировал за прошедшие годы, и теперь даже столь банальные истории могут смотреться в ином свете, нежели как 'жвачка', способная убить время тех, кому вообще всё равно, что идёт по телевизору.

4 из 10",4 из 10,4
8,9,"Британская экранизация не столь известного произведения Герберта наше все Уэльса.

Американские астронавты высадились на Луне и обнаружили там истлевший британский флаг и судебную повестку из 19 века. Субъекта из повестки находят, это какой-то сумасшедший дед из дома престарелых, который рассказывает, что Луна на само деле обитаема и опасна.

У Уэльса действительно Луна была населена, но в те времена считалось, что там есть атмосфера, ибо видели на ней некие облака. В 60-х уже понятно было, что атмосферы нет, поэтому всех лунян поселили внутрь Луны, по давней научно-фантастической традиции. И внутри Луны живут люди-тараканы и огромные гусеницы.

Весьма наивное и старомодное кино, хоть и очень неплохо сделано, в плане спец-эффектов, по меркам 60-х. Вообщем вечерком можно глянуть, но есть вероятность, что просто уснете.

 3 из 10",3 из 10,3
9,10,"Четверо злодеев во главе с Человеком-пингвином объединяются против Бэтмена. Ему придется столкнуться с Женщиной-кошкой и Джокером. А помогать ему в этом будет Робин.

Сейчас, это кино смотрится очень любопытно. Конечно оно не может идти ни в какое сравнение с фильмами Бертона и Нолана. Но, этот опыт должен быть учтен, в том числе и зрителями.

Я с трудом мог себе представить фильм, в котором бы Робин бегал вместе с Бэтменом в цветных шортах, а Джокер, чтобы был второстепенным персонажем. В фильме конечно есть еще много всего удивительного для современного зрителя.

В отличие от картин Нолана и Бартона, Бэтмен образца 66 года на многое не претендует. Это легкая комедия с героями комиксов.

Создатели фильма вероятно хотели показать злодеев иронично. Однако, сейчас смотреть на слабо играющего Джокера, невольно сравнивая его с Николсоном или Леджером, смотреть весьма непросто. Что касается Женщны-кошки, то актриса играющая ее - совсем на мой взгляд не тянет.

В итоге: на фоне картин Бертона и Нолана это кино конечно смотреть невозможно. Но именно благодаря этому фильму можно оценить талант Тима Бертона, увидевшего в такой заурядной истории (фильм получился мягко говоря - ниже среднего) - то, что все мы знаем как историю о Бэтмене.

4 из 10",4 из 10,4
